location;year;row;column;Genotype;pop;rep;firmness;area_px;area_cm2;diameter_cm;bbox_w;bbox_h;h_w_ratio;avg_R;avg_G;avg_B;circularity;score;CIE_a;myb;co_loc;rootstock
bibon;2024;1;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;1;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;1;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;1;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;1;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;1;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;2;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;2;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;2;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;2;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;2;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;2;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;2;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;3;BIR1N3;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;3;BIR1N3;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;3;BIR1N3;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;3;BIR1N3;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;3;BIR1N3;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;3;BIR1N3;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;3;BIR1N3;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;3;BIR1N3;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;4;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;4;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;4;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;4;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;4;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;4;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;4;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;5;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;5;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;5;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;5;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;5;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;5;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;5;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;5;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;6;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;6;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;6;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;6;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;6;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;6;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;6;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;6;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;7;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;7;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;7;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;7;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;7;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;7;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;7;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;7;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;8;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;8;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;8;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;8;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;8;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;8;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;8;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;8;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;9;BIR1N9;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;9;BIR1N9;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;9;BIR1N9;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;9;BIR1N9;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;9;BIR1N9;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;9;BIR1N9;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;9;BIR1N9;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;9;BIR1N9;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;10;BIR1N10;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;10;BIR1N10;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;10;BIR1N10;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;10;BIR1N10;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;10;BIR1N10;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;10;BIR1N10;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;10;BIR1N10;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;10;BIR1N10;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;11;BIR1N11;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;11;BIR1N11;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;11;BIR1N11;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;11;BIR1N11;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;11;BIR1N11;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;11;BIR1N11;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;11;BIR1N11;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;11;BIR1N11;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;12;BIR1N12;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;12;BIR1N12;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;12;BIR1N12;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;12;BIR1N12;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;12;BIR1N12;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;12;BIR1N12;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;12;BIR1N12;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;12;BIR1N12;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;13;BIR1N13;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;13;BIR1N13;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;13;BIR1N13;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;13;BIR1N13;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;13;BIR1N13;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;13;BIR1N13;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;13;BIR1N13;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;13;BIR1N13;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;14;BIR1N14;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;14;BIR1N14;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;14;BIR1N14;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;14;BIR1N14;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;14;BIR1N14;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;14;BIR1N14;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;14;BIR1N14;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;14;BIR1N14;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;15;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;15;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;15;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;15;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;15;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;15;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;15;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;15;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;16;BIR1N16;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;16;BIR1N16;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;16;BIR1N16;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;16;BIR1N16;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;16;BIR1N16;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;16;BIR1N16;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;16;BIR1N16;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;16;BIR1N16;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;17;BIR1N17;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;17;BIR1N17;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;17;BIR1N17;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;17;BIR1N17;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;17;BIR1N17;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;17;BIR1N17;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;17;BIR1N17;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;17;BIR1N17;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;18;BIR1N18;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;18;BIR1N18;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;18;BIR1N18;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;18;BIR1N18;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;18;BIR1N18;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;18;BIR1N18;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;18;BIR1N18;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;18;BIR1N18;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;19;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;19;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;19;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;19;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;19;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;19;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;19;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;19;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;20;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;20;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;20;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;20;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;20;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;20;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;20;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;20;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;21;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;21;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;21;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;21;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;21;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;21;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;21;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;21;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ungrafted
bibon;2024;1;22;BIR1N22;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;22;BIR1N22;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;22;BIR1N22;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;22;BIR1N22;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;22;BIR1N22;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;22;BIR1N22;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;22;BIR1N22;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;22;BIR1N22;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;ungrafted
bibon;2024;1;23;BIR1N23;bibon;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;23;BIR1N23;bibon;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;23;BIR1N23;bibon;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;23;BIR1N23;bibon;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;23;BIR1N23;bibon;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;23;BIR1N23;bibon;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;23;BIR1N23;bibon;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;23;BIR1N23;bibon;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;ungrafted
bibon;2024;1;24;BIR1N24;bibon;1;6.92;161845;29.56;6.69;488;432;0.885;87.57;76.73;24.89;0.874;1;-2.36;0;NA;ungrafted
bibon;2024;1;24;BIR1N24;bibon;2;7.65;189089;34.53;7.49;536;446;0.832;104.14;93.59;27.98;0.867;1;-4.08;0;NA;ungrafted
bibon;2024;1;24;BIR1N24;bibon;3;7.66;193431;35.32;7.38;534;465;0.871;89.42;74;23.27;0.877;1;0.13;0;NA;ungrafted
bibon;2024;1;24;BIR1N24;bibon;4;8.13;163908;29.93;6.67;469;445;0.949;98.14;96.25;35.43;0.885;1;-7.99;0;NA;ungrafted
bibon;2024;1;24;BIR1N24;bibon;5;7.48;172570;31.51;6.67;485;458;0.944;106.17;84.33;28.55;0.885;1;2.46;0;NA;ungrafted
bibon;2024;1;24;BIR1N24;bibon;6;NA;171938;31.4;6.87;498;451;0.906;104.96;73.2;28;0.873;1;8.62;0;NA;ungrafted
bibon;2024;1;24;BIR1N24;bibon;7;NA;202473;36.97;7.69;534;485;0.908;94.9;84.22;25.85;0.875;1;-3.18;0;NA;ungrafted
