"Genotype","pop","Loc","Row","Column","rep","Plot_RC_ID","Year","co_loc","tr_coni"
"FBR2N35","gxr","GDR_18_1","10","1","1","GDR_18_1_R10N1",2018,1,0.011734574
"FBR2N35","gxr","GDR_18_1","10","1","2","GDR_18_1_R10N1",2018,1,0.012650137
"FBR2N35","gxr","GDR_18_1","10","1","3","GDR_18_1_R10N1",2018,1,0.013190978
"FBR2N53","gxr","GDR_18_1","10","10","1","GDR_18_1_R10N10",2018,1,0.019266833
"FBR2N53","gxr","GDR_18_1","10","10","2","GDR_18_1_R10N10",2018,1,0.017333545
"FBR2N53","gxr","GDR_18_1","10","10","3","GDR_18_1_R10N10",2018,1,0.022689501
NA,NA,"GDR_18_1","10","11","1","GDR_18_1_R10N11",2018,NA,NA
NA,NA,"GDR_18_1","10","11","2","GDR_18_1_R10N11",2018,NA,NA
NA,NA,"GDR_18_1","10","11","3","GDR_18_1_R10N11",2018,NA,NA
"FBR2N59","gxr","GDR_18_1","10","12","1","GDR_18_1_R10N12",2018,0,0.012797265
"FBR2N59","gxr","GDR_18_1","10","12","2","GDR_18_1_R10N12",2018,0,0.010818145
"FBR2N59","gxr","GDR_18_1","10","12","3","GDR_18_1_R10N12",2018,0,0.011203084
"FBR2N61","gxr","GDR_18_1","10","13","1","GDR_18_1_R10N13",2018,1,0.008205301
"FBR2N61","gxr","GDR_18_1","10","13","2","GDR_18_1_R10N13",2018,1,0.020425473
"FBR2N61","gxr","GDR_18_1","10","13","3","GDR_18_1_R10N13",2018,1,0.012543273
NA,NA,"GDR_18_1","10","14","1","GDR_18_1_R10N14",2018,NA,NA
NA,NA,"GDR_18_1","10","14","2","GDR_18_1_R10N14",2018,NA,NA
NA,NA,"GDR_18_1","10","14","3","GDR_18_1_R10N14",2018,NA,NA
"FBR2N64","gxr","GDR_18_1","10","15","1","GDR_18_1_R10N15",2018,0,0.014676488
"FBR2N64","gxr","GDR_18_1","10","15","2","GDR_18_1_R10N15",2018,0,0.015264612
"FBR2N64","gxr","GDR_18_1","10","15","3","GDR_18_1_R10N15",2018,0,0.011226577
"FBR2N66","gxr","GDR_18_1","10","16","1","GDR_18_1_R10N16",2018,1,0.009878848
"FBR2N66","gxr","GDR_18_1","10","16","2","GDR_18_1_R10N16",2018,1,0.015249456
"FBR2N66","gxr","GDR_18_1","10","16","3","GDR_18_1_R10N16",2018,1,0.014360206
NA,NA,"GDR_18_1","10","17","1","GDR_18_1_R10N17",2018,NA,NA
NA,NA,"GDR_18_1","10","17","2","GDR_18_1_R10N17",2018,NA,NA
NA,NA,"GDR_18_1","10","17","3","GDR_18_1_R10N17",2018,NA,NA
"FBR2N72","gxr","GDR_18_1","10","18","1","GDR_18_1_R10N18",2018,0,0.008596678
"FBR2N72","gxr","GDR_18_1","10","18","2","GDR_18_1_R10N18",2018,0,0.007587635
"FBR2N72","gxr","GDR_18_1","10","18","3","GDR_18_1_R10N18",2018,0,0.015267821
"FBR2N73","gxr","GDR_18_1","10","19","1","GDR_18_1_R10N19",2018,0,0.017582798
"FBR2N73","gxr","GDR_18_1","10","19","2","GDR_18_1_R10N19",2018,0,0.013672869
"FBR2N73","gxr","GDR_18_1","10","19","3","GDR_18_1_R10N19",2018,0,0.016903229
"FBR2N37","gxr","GDR_18_1","10","2","1","GDR_18_1_R10N2",2018,1,0.011954433
"FBR2N37","gxr","GDR_18_1","10","2","2","GDR_18_1_R10N2",2018,1,0.008962988
"FBR2N37","gxr","GDR_18_1","10","2","3","GDR_18_1_R10N2",2018,1,0.019487302
NA,NA,"GDR_18_1","10","20","1","GDR_18_1_R10N20",2018,NA,NA
NA,NA,"GDR_18_1","10","20","2","GDR_18_1_R10N20",2018,NA,NA
NA,NA,"GDR_18_1","10","20","3","GDR_18_1_R10N20",2018,NA,NA
"FBR2N75","gxr","GDR_18_1","10","21","1","GDR_18_1_R10N21",2018,0,0.015225347
"FBR2N75","gxr","GDR_18_1","10","21","2","GDR_18_1_R10N21",2018,0,0.020159898
"FBR2N75","gxr","GDR_18_1","10","21","3","GDR_18_1_R10N21",2018,0,0.009942532
NA,NA,"GDR_18_1","10","22","1","GDR_18_1_R10N22",2018,NA,NA
NA,NA,"GDR_18_1","10","22","2","GDR_18_1_R10N22",2018,NA,NA
NA,NA,"GDR_18_1","10","22","3","GDR_18_1_R10N22",2018,NA,NA
"FBR2N78","gxr","GDR_18_1","10","23","1","GDR_18_1_R10N23",2018,0,0.019621805
"FBR2N78","gxr","GDR_18_1","10","23","2","GDR_18_1_R10N23",2018,0,0.019314551
"FBR2N78","gxr","GDR_18_1","10","23","3","GDR_18_1_R10N23",2018,0,0.016639555
"FBR2N81","gxr","GDR_18_1","10","24","1","GDR_18_1_R10N24",2018,0,0.028653064
"FBR2N81","gxr","GDR_18_1","10","24","2","GDR_18_1_R10N24",2018,0,0.027636531
"FBR2N81","gxr","GDR_18_1","10","24","3","GDR_18_1_R10N24",2018,0,0.011943167
"FBR2N88","gxr","GDR_18_1","10","25","1","GDR_18_1_R10N25",2018,0,0.017165079
"FBR2N88","gxr","GDR_18_1","10","25","2","GDR_18_1_R10N25",2018,0,0.019660668
"FBR2N88","gxr","GDR_18_1","10","25","3","GDR_18_1_R10N25",2018,0,0.015650651
NA,NA,"GDR_18_1","10","26","1","GDR_18_1_R10N26",2018,NA,NA
NA,NA,"GDR_18_1","10","26","2","GDR_18_1_R10N26",2018,NA,NA
NA,NA,"GDR_18_1","10","26","3","GDR_18_1_R10N26",2018,NA,NA
NA,NA,"GDR_18_1","10","27","1","GDR_18_1_R10N27",2018,NA,NA
NA,NA,"GDR_18_1","10","27","2","GDR_18_1_R10N27",2018,NA,NA
NA,NA,"GDR_18_1","10","27","3","GDR_18_1_R10N27",2018,NA,NA
NA,NA,"GDR_18_1","10","28","1","GDR_18_1_R10N28",2018,NA,NA
NA,NA,"GDR_18_1","10","28","2","GDR_18_1_R10N28",2018,NA,NA
NA,NA,"GDR_18_1","10","28","3","GDR_18_1_R10N28",2018,NA,NA
NA,NA,"GDR_18_1","10","29","1","GDR_18_1_R10N29",2018,NA,NA
NA,NA,"GDR_18_1","10","29","2","GDR_18_1_R10N29",2018,NA,NA
NA,NA,"GDR_18_1","10","29","3","GDR_18_1_R10N29",2018,NA,NA
"FBR2N40","gxr","GDR_18_1","10","3","1","GDR_18_1_R10N3",2018,1,0.024372978
"FBR2N40","gxr","GDR_18_1","10","3","2","GDR_18_1_R10N3",2018,1,0.016075032
"FBR2N40","gxr","GDR_18_1","10","3","3","GDR_18_1_R10N3",2018,1,0.016026319
NA,NA,"GDR_18_1","10","30","1","GDR_18_1_R10N30",2018,NA,NA
NA,NA,"GDR_18_1","10","30","2","GDR_18_1_R10N30",2018,NA,NA
NA,NA,"GDR_18_1","10","30","3","GDR_18_1_R10N30",2018,NA,NA
NA,NA,"GDR_18_1","10","31","1","GDR_18_1_R10N31",2018,NA,NA
NA,NA,"GDR_18_1","10","31","2","GDR_18_1_R10N31",2018,NA,NA
NA,NA,"GDR_18_1","10","31","3","GDR_18_1_R10N31",2018,NA,NA
NA,NA,"GDR_18_1","10","32","1","GDR_18_1_R10N32",2018,NA,NA
NA,NA,"GDR_18_1","10","32","2","GDR_18_1_R10N32",2018,NA,NA
NA,NA,"GDR_18_1","10","32","3","GDR_18_1_R10N32",2018,NA,NA
NA,NA,"GDR_18_1","10","33","1","GDR_18_1_R10N33",2018,NA,NA
NA,NA,"GDR_18_1","10","33","2","GDR_18_1_R10N33",2018,NA,NA
NA,NA,"GDR_18_1","10","33","3","GDR_18_1_R10N33",2018,NA,NA
NA,NA,"GDR_18_1","10","34","1","GDR_18_1_R10N34",2018,NA,NA
NA,NA,"GDR_18_1","10","34","2","GDR_18_1_R10N34",2018,NA,NA
NA,NA,"GDR_18_1","10","34","3","GDR_18_1_R10N34",2018,NA,NA
NA,NA,"GDR_18_1","10","35","1","GDR_18_1_R10N35",2018,NA,NA
NA,NA,"GDR_18_1","10","35","2","GDR_18_1_R10N35",2018,NA,NA
NA,NA,"GDR_18_1","10","35","3","GDR_18_1_R10N35",2018,NA,NA
NA,NA,"GDR_18_1","10","36","1","GDR_18_1_R10N36",2018,NA,NA
NA,NA,"GDR_18_1","10","36","2","GDR_18_1_R10N36",2018,NA,NA
NA,NA,"GDR_18_1","10","36","3","GDR_18_1_R10N36",2018,NA,NA
NA,NA,"GDR_18_1","10","37","1","GDR_18_1_R10N37",2018,NA,NA
NA,NA,"GDR_18_1","10","37","2","GDR_18_1_R10N37",2018,NA,NA
NA,NA,"GDR_18_1","10","37","3","GDR_18_1_R10N37",2018,NA,NA
NA,NA,"GDR_18_1","10","38","1","GDR_18_1_R10N38",2018,NA,NA
NA,NA,"GDR_18_1","10","38","2","GDR_18_1_R10N38",2018,NA,NA
NA,NA,"GDR_18_1","10","38","3","GDR_18_1_R10N38",2018,NA,NA
NA,NA,"GDR_18_1","10","39","1","GDR_18_1_R10N39",2018,NA,NA
NA,NA,"GDR_18_1","10","39","2","GDR_18_1_R10N39",2018,NA,NA
NA,NA,"GDR_18_1","10","39","3","GDR_18_1_R10N39",2018,NA,NA
"FBR2N42","gxr","GDR_18_1","10","4","1","GDR_18_1_R10N4",2018,1,0.018930124
"FBR2N42","gxr","GDR_18_1","10","4","2","GDR_18_1_R10N4",2018,1,0.030869916
"FBR2N42","gxr","GDR_18_1","10","4","3","GDR_18_1_R10N4",2018,1,0.023015399
NA,NA,"GDR_18_1","10","40","1","GDR_18_1_R10N40",2018,NA,NA
NA,NA,"GDR_18_1","10","40","2","GDR_18_1_R10N40",2018,NA,NA
NA,NA,"GDR_18_1","10","40","3","GDR_18_1_R10N40",2018,NA,NA
NA,NA,"GDR_18_1","10","41","1","GDR_18_1_R10N41",2018,NA,NA
NA,NA,"GDR_18_1","10","41","2","GDR_18_1_R10N41",2018,NA,NA
NA,NA,"GDR_18_1","10","41","3","GDR_18_1_R10N41",2018,NA,NA
NA,NA,"GDR_18_1","10","42","1","GDR_18_1_R10N42",2018,NA,NA
NA,NA,"GDR_18_1","10","42","2","GDR_18_1_R10N42",2018,NA,NA
NA,NA,"GDR_18_1","10","42","3","GDR_18_1_R10N42",2018,NA,NA
NA,NA,"GDR_18_1","10","43","1","GDR_18_1_R10N43",2018,NA,NA
NA,NA,"GDR_18_1","10","43","2","GDR_18_1_R10N43",2018,NA,NA
NA,NA,"GDR_18_1","10","43","3","GDR_18_1_R10N43",2018,NA,NA
NA,NA,"GDR_18_1","10","44","1","GDR_18_1_R10N44",2018,NA,NA
NA,NA,"GDR_18_1","10","44","2","GDR_18_1_R10N44",2018,NA,NA
NA,NA,"GDR_18_1","10","44","3","GDR_18_1_R10N44",2018,NA,NA
NA,NA,"GDR_18_1","10","45","1","GDR_18_1_R10N45",2018,NA,NA
NA,NA,"GDR_18_1","10","45","2","GDR_18_1_R10N45",2018,NA,NA
NA,NA,"GDR_18_1","10","45","3","GDR_18_1_R10N45",2018,NA,NA
NA,NA,"GDR_18_1","10","46","1","GDR_18_1_R10N46",2018,NA,NA
NA,NA,"GDR_18_1","10","46","2","GDR_18_1_R10N46",2018,NA,NA
NA,NA,"GDR_18_1","10","46","3","GDR_18_1_R10N46",2018,NA,NA
NA,NA,"GDR_18_1","10","47","1","GDR_18_1_R10N47",2018,NA,NA
NA,NA,"GDR_18_1","10","47","2","GDR_18_1_R10N47",2018,NA,NA
NA,NA,"GDR_18_1","10","47","3","GDR_18_1_R10N47",2018,NA,NA
"FBR2N44","gxr","GDR_18_1","10","5","1","GDR_18_1_R10N5",2018,1,0.012060686
"FBR2N44","gxr","GDR_18_1","10","5","2","GDR_18_1_R10N5",2018,1,NA
"FBR2N44","gxr","GDR_18_1","10","5","3","GDR_18_1_R10N5",2018,1,0.00990372
"FBR2N46","gxr","GDR_18_1","10","6","1","GDR_18_1_R10N6",2018,1,0.020067108
"FBR2N46","gxr","GDR_18_1","10","6","2","GDR_18_1_R10N6",2018,1,0.020107729
"FBR2N46","gxr","GDR_18_1","10","6","3","GDR_18_1_R10N6",2018,1,0.019455906
NA,NA,"GDR_18_1","10","7","1","GDR_18_1_R10N7",2018,NA,NA
NA,NA,"GDR_18_1","10","7","2","GDR_18_1_R10N7",2018,NA,NA
NA,NA,"GDR_18_1","10","7","3","GDR_18_1_R10N7",2018,NA,NA
NA,NA,"GDR_18_1","10","8","1","GDR_18_1_R10N8",2018,NA,NA
NA,NA,"GDR_18_1","10","8","2","GDR_18_1_R10N8",2018,NA,NA
NA,NA,"GDR_18_1","10","8","3","GDR_18_1_R10N8",2018,NA,NA
"FBR2N51","gxr","GDR_18_1","10","9","1","GDR_18_1_R10N9",2018,0,0.015113585
"FBR2N51","gxr","GDR_18_1","10","9","2","GDR_18_1_R10N9",2018,0,0.013463242
"FBR2N51","gxr","GDR_18_1","10","9","3","GDR_18_1_R10N9",2018,0,0.017345835
NA,NA,"GDR_18_1","11","1","1","GDR_18_1_R11N1",2018,NA,NA
NA,NA,"GDR_18_1","11","1","2","GDR_18_1_R11N1",2018,NA,NA
NA,NA,"GDR_18_1","11","1","3","GDR_18_1_R11N1",2018,NA,NA
NA,NA,"GDR_18_1","11","10","1","GDR_18_1_R11N10",2018,NA,NA
NA,NA,"GDR_18_1","11","10","2","GDR_18_1_R11N10",2018,NA,NA
NA,NA,"GDR_18_1","11","10","3","GDR_18_1_R11N10",2018,NA,NA
NA,NA,"GDR_18_1","11","11","1","GDR_18_1_R11N11",2018,NA,NA
NA,NA,"GDR_18_1","11","11","2","GDR_18_1_R11N11",2018,NA,NA
NA,NA,"GDR_18_1","11","11","3","GDR_18_1_R11N11",2018,NA,NA
NA,NA,"GDR_18_1","11","12","1","GDR_18_1_R11N12",2018,NA,NA
NA,NA,"GDR_18_1","11","12","2","GDR_18_1_R11N12",2018,NA,NA
NA,NA,"GDR_18_1","11","12","3","GDR_18_1_R11N12",2018,NA,NA
NA,NA,"GDR_18_1","11","13","1","GDR_18_1_R11N13",2018,NA,NA
NA,NA,"GDR_18_1","11","13","2","GDR_18_1_R11N13",2018,NA,NA
NA,NA,"GDR_18_1","11","13","3","GDR_18_1_R11N13",2018,NA,NA
NA,NA,"GDR_18_1","11","14","1","GDR_18_1_R11N14",2018,NA,NA
NA,NA,"GDR_18_1","11","14","2","GDR_18_1_R11N14",2018,NA,NA
NA,NA,"GDR_18_1","11","14","3","GDR_18_1_R11N14",2018,NA,NA
NA,NA,"GDR_18_1","11","15","1","GDR_18_1_R11N15",2018,NA,NA
NA,NA,"GDR_18_1","11","15","2","GDR_18_1_R11N15",2018,NA,NA
NA,NA,"GDR_18_1","11","15","3","GDR_18_1_R11N15",2018,NA,NA
NA,NA,"GDR_18_1","11","16","1","GDR_18_1_R11N16",2018,NA,NA
NA,NA,"GDR_18_1","11","16","2","GDR_18_1_R11N16",2018,NA,NA
NA,NA,"GDR_18_1","11","16","3","GDR_18_1_R11N16",2018,NA,NA
NA,NA,"GDR_18_1","11","17","1","GDR_18_1_R11N17",2018,NA,NA
NA,NA,"GDR_18_1","11","17","2","GDR_18_1_R11N17",2018,NA,NA
NA,NA,"GDR_18_1","11","17","3","GDR_18_1_R11N17",2018,NA,NA
NA,NA,"GDR_18_1","11","18","1","GDR_18_1_R11N18",2018,NA,NA
NA,NA,"GDR_18_1","11","18","2","GDR_18_1_R11N18",2018,NA,NA
NA,NA,"GDR_18_1","11","18","3","GDR_18_1_R11N18",2018,NA,NA
NA,NA,"GDR_18_1","11","19","1","GDR_18_1_R11N19",2018,NA,NA
NA,NA,"GDR_18_1","11","19","2","GDR_18_1_R11N19",2018,NA,NA
NA,NA,"GDR_18_1","11","19","3","GDR_18_1_R11N19",2018,NA,NA
NA,NA,"GDR_18_1","11","2","1","GDR_18_1_R11N2",2018,NA,NA
NA,NA,"GDR_18_1","11","2","2","GDR_18_1_R11N2",2018,NA,NA
NA,NA,"GDR_18_1","11","2","3","GDR_18_1_R11N2",2018,NA,NA
NA,NA,"GDR_18_1","11","20","1","GDR_18_1_R11N20",2018,NA,NA
NA,NA,"GDR_18_1","11","20","2","GDR_18_1_R11N20",2018,NA,NA
NA,NA,"GDR_18_1","11","20","3","GDR_18_1_R11N20",2018,NA,NA
NA,NA,"GDR_18_1","11","21","1","GDR_18_1_R11N21",2018,NA,NA
NA,NA,"GDR_18_1","11","21","2","GDR_18_1_R11N21",2018,NA,NA
NA,NA,"GDR_18_1","11","21","3","GDR_18_1_R11N21",2018,NA,NA
NA,NA,"GDR_18_1","11","22","1","GDR_18_1_R11N22",2018,NA,NA
NA,NA,"GDR_18_1","11","22","2","GDR_18_1_R11N22",2018,NA,NA
NA,NA,"GDR_18_1","11","22","3","GDR_18_1_R11N22",2018,NA,NA
NA,NA,"GDR_18_1","11","23","1","GDR_18_1_R11N23",2018,NA,NA
NA,NA,"GDR_18_1","11","23","2","GDR_18_1_R11N23",2018,NA,NA
NA,NA,"GDR_18_1","11","23","3","GDR_18_1_R11N23",2018,NA,NA
NA,NA,"GDR_18_1","11","24","1","GDR_18_1_R11N24",2018,NA,NA
NA,NA,"GDR_18_1","11","24","2","GDR_18_1_R11N24",2018,NA,NA
NA,NA,"GDR_18_1","11","24","3","GDR_18_1_R11N24",2018,NA,NA
NA,NA,"GDR_18_1","11","25","1","GDR_18_1_R11N25",2018,NA,NA
NA,NA,"GDR_18_1","11","25","2","GDR_18_1_R11N25",2018,NA,NA
NA,NA,"GDR_18_1","11","25","3","GDR_18_1_R11N25",2018,NA,NA
"FBR2N90","gxr","GDR_18_1","11","26","1","GDR_18_1_R11N26",2018,0,0.019327267
"FBR2N90","gxr","GDR_18_1","11","26","2","GDR_18_1_R11N26",2018,0,0.026151353
"FBR2N90","gxr","GDR_18_1","11","26","3","GDR_18_1_R11N26",2018,0,0.021318885
NA,NA,"GDR_18_1","11","27","1","GDR_18_1_R11N27",2018,NA,NA
NA,NA,"GDR_18_1","11","27","2","GDR_18_1_R11N27",2018,NA,NA
NA,NA,"GDR_18_1","11","27","3","GDR_18_1_R11N27",2018,NA,NA
"FBR2N93","gxr","GDR_18_1","11","28","1","GDR_18_1_R11N28",2018,0,0.018378763
"FBR2N93","gxr","GDR_18_1","11","28","2","GDR_18_1_R11N28",2018,0,0.018985712
"FBR2N93","gxr","GDR_18_1","11","28","3","GDR_18_1_R11N28",2018,0,0.018823266
NA,NA,"GDR_18_1","11","29","1","GDR_18_1_R11N29",2018,NA,NA
NA,NA,"GDR_18_1","11","29","2","GDR_18_1_R11N29",2018,NA,NA
NA,NA,"GDR_18_1","11","29","3","GDR_18_1_R11N29",2018,NA,NA
NA,NA,"GDR_18_1","11","3","1","GDR_18_1_R11N3",2018,NA,NA
NA,NA,"GDR_18_1","11","3","2","GDR_18_1_R11N3",2018,NA,NA
NA,NA,"GDR_18_1","11","3","3","GDR_18_1_R11N3",2018,NA,NA
NA,NA,"GDR_18_1","11","30","1","GDR_18_1_R11N30",2018,NA,NA
NA,NA,"GDR_18_1","11","30","2","GDR_18_1_R11N30",2018,NA,NA
NA,NA,"GDR_18_1","11","30","3","GDR_18_1_R11N30",2018,NA,NA
NA,NA,"GDR_18_1","11","31","1","GDR_18_1_R11N31",2018,NA,NA
NA,NA,"GDR_18_1","11","31","2","GDR_18_1_R11N31",2018,NA,NA
NA,NA,"GDR_18_1","11","31","3","GDR_18_1_R11N31",2018,NA,NA
"FBR2N102","gxr","GDR_18_1","11","32","1","GDR_18_1_R11N32",2018,0,0.011105703
"FBR2N102","gxr","GDR_18_1","11","32","2","GDR_18_1_R11N32",2018,0,0.01372878
"FBR2N102","gxr","GDR_18_1","11","32","3","GDR_18_1_R11N32",2018,0,0.016499118
NA,NA,"GDR_18_1","11","33","1","GDR_18_1_R11N33",2018,NA,NA
NA,NA,"GDR_18_1","11","33","2","GDR_18_1_R11N33",2018,NA,NA
NA,NA,"GDR_18_1","11","33","3","GDR_18_1_R11N33",2018,NA,NA
"FBR3N1","gxr","GDR_18_1","11","34","1","GDR_18_1_R11N34",2018,1,0.016127148
"FBR3N1","gxr","GDR_18_1","11","34","2","GDR_18_1_R11N34",2018,1,0.030593215
"FBR3N1","gxr","GDR_18_1","11","34","3","GDR_18_1_R11N34",2018,1,0.0275632
NA,NA,"GDR_18_1","11","35","1","GDR_18_1_R11N35",2018,NA,NA
NA,NA,"GDR_18_1","11","35","2","GDR_18_1_R11N35",2018,NA,NA
NA,NA,"GDR_18_1","11","35","3","GDR_18_1_R11N35",2018,NA,NA
NA,NA,"GDR_18_1","11","36","1","GDR_18_1_R11N36",2018,NA,NA
NA,NA,"GDR_18_1","11","36","2","GDR_18_1_R11N36",2018,NA,NA
NA,NA,"GDR_18_1","11","36","3","GDR_18_1_R11N36",2018,NA,NA
"FBR3N5","gxr","GDR_18_1","11","37","1","GDR_18_1_R11N37",2018,0,0.014449855
"FBR3N5","gxr","GDR_18_1","11","37","2","GDR_18_1_R11N37",2018,0,0.010706764
"FBR3N5","gxr","GDR_18_1","11","37","3","GDR_18_1_R11N37",2018,0,0.014880208
NA,NA,"GDR_18_1","11","38","1","GDR_18_1_R11N38",2018,NA,NA
NA,NA,"GDR_18_1","11","38","2","GDR_18_1_R11N38",2018,NA,NA
NA,NA,"GDR_18_1","11","38","3","GDR_18_1_R11N38",2018,NA,NA
"FBR3N8","gxr","GDR_18_1","11","39","1","GDR_18_1_R11N39",2018,0,0.013790021
"FBR3N8","gxr","GDR_18_1","11","39","2","GDR_18_1_R11N39",2018,0,0.01172905
"FBR3N8","gxr","GDR_18_1","11","39","3","GDR_18_1_R11N39",2018,0,0.015647105
NA,NA,"GDR_18_1","11","4","1","GDR_18_1_R11N4",2018,NA,NA
NA,NA,"GDR_18_1","11","4","2","GDR_18_1_R11N4",2018,NA,NA
NA,NA,"GDR_18_1","11","4","3","GDR_18_1_R11N4",2018,NA,NA
"FBR3N11","gxr","GDR_18_1","11","40","1","GDR_18_1_R11N40",2018,0,0.014387512
"FBR3N11","gxr","GDR_18_1","11","40","2","GDR_18_1_R11N40",2018,0,0.014034135
"FBR3N11","gxr","GDR_18_1","11","40","3","GDR_18_1_R11N40",2018,0,0.010641651
"FBR3N13","gxr","GDR_18_1","11","41","1","GDR_18_1_R11N41",2018,0,0.017584094
"FBR3N13","gxr","GDR_18_1","11","41","2","GDR_18_1_R11N41",2018,0,0.015756247
"FBR3N13","gxr","GDR_18_1","11","41","3","GDR_18_1_R11N41",2018,0,0.01735798
NA,NA,"GDR_18_1","11","42","1","GDR_18_1_R11N42",2018,NA,NA
NA,NA,"GDR_18_1","11","42","2","GDR_18_1_R11N42",2018,NA,NA
NA,NA,"GDR_18_1","11","42","3","GDR_18_1_R11N42",2018,NA,NA
"FBR3N24","gxr","GDR_18_1","11","43","1","GDR_18_1_R11N43",2018,1,0.018547467
"FBR3N24","gxr","GDR_18_1","11","43","2","GDR_18_1_R11N43",2018,1,0.015428664
"FBR3N24","gxr","GDR_18_1","11","43","3","GDR_18_1_R11N43",2018,1,0.018494278
NA,NA,"GDR_18_1","11","44","1","GDR_18_1_R11N44",2018,NA,NA
NA,NA,"GDR_18_1","11","44","2","GDR_18_1_R11N44",2018,NA,NA
NA,NA,"GDR_18_1","11","44","3","GDR_18_1_R11N44",2018,NA,NA
"FBR3N29","gxr","GDR_18_1","11","45","1","GDR_18_1_R11N45",2018,0,0.011979575
"FBR3N29","gxr","GDR_18_1","11","45","2","GDR_18_1_R11N45",2018,0,0.01489254
"FBR3N29","gxr","GDR_18_1","11","45","3","GDR_18_1_R11N45",2018,0,0.015687584
"FBR3N32","gxr","GDR_18_1","11","46","1","GDR_18_1_R11N46",2018,0,0.014155845
"FBR3N32","gxr","GDR_18_1","11","46","2","GDR_18_1_R11N46",2018,0,0.019361917
"FBR3N32","gxr","GDR_18_1","11","46","3","GDR_18_1_R11N46",2018,0,0.016357061
NA,NA,"GDR_18_1","11","47","1","GDR_18_1_R11N47",2018,NA,NA
NA,NA,"GDR_18_1","11","47","2","GDR_18_1_R11N47",2018,NA,NA
NA,NA,"GDR_18_1","11","47","3","GDR_18_1_R11N47",2018,NA,NA
NA,NA,"GDR_18_1","11","5","1","GDR_18_1_R11N5",2018,NA,NA
NA,NA,"GDR_18_1","11","5","2","GDR_18_1_R11N5",2018,NA,NA
NA,NA,"GDR_18_1","11","5","3","GDR_18_1_R11N5",2018,NA,NA
NA,NA,"GDR_18_1","11","6","1","GDR_18_1_R11N6",2018,NA,NA
NA,NA,"GDR_18_1","11","6","2","GDR_18_1_R11N6",2018,NA,NA
NA,NA,"GDR_18_1","11","6","3","GDR_18_1_R11N6",2018,NA,NA
NA,NA,"GDR_18_1","11","7","1","GDR_18_1_R11N7",2018,NA,NA
NA,NA,"GDR_18_1","11","7","2","GDR_18_1_R11N7",2018,NA,NA
NA,NA,"GDR_18_1","11","7","3","GDR_18_1_R11N7",2018,NA,NA
NA,NA,"GDR_18_1","11","8","1","GDR_18_1_R11N8",2018,NA,NA
NA,NA,"GDR_18_1","11","8","2","GDR_18_1_R11N8",2018,NA,NA
NA,NA,"GDR_18_1","11","8","3","GDR_18_1_R11N8",2018,NA,NA
NA,NA,"GDR_18_1","11","9","1","GDR_18_1_R11N9",2018,NA,NA
NA,NA,"GDR_18_1","11","9","2","GDR_18_1_R11N9",2018,NA,NA
NA,NA,"GDR_18_1","11","9","3","GDR_18_1_R11N9",2018,NA,NA
"FBR3N37","gxr","GDR_18_1","12","1","1","GDR_18_1_R12N1",2018,0,0.010285937
"FBR3N37","gxr","GDR_18_1","12","1","2","GDR_18_1_R12N1",2018,0,0.01246872
"FBR3N37","gxr","GDR_18_1","12","1","3","GDR_18_1_R12N1",2018,0,0.010325636
NA,NA,"GDR_18_1","12","10","1","GDR_18_1_R12N10",2018,NA,NA
NA,NA,"GDR_18_1","12","10","2","GDR_18_1_R12N10",2018,NA,NA
NA,NA,"GDR_18_1","12","10","3","GDR_18_1_R12N10",2018,NA,NA
"FBR3N57","gxr","GDR_18_1","12","11","1","GDR_18_1_R12N11",2018,0,0.017016331
"FBR3N57","gxr","GDR_18_1","12","11","2","GDR_18_1_R12N11",2018,0,0.023015713
"FBR3N57","gxr","GDR_18_1","12","11","3","GDR_18_1_R12N11",2018,0,0.016622477
"FBR3N59","gxr","GDR_18_1","12","12","1","GDR_18_1_R12N12",2018,0,0.012923484
"FBR3N59","gxr","GDR_18_1","12","12","2","GDR_18_1_R12N12",2018,0,0.010459198
"FBR3N59","gxr","GDR_18_1","12","12","3","GDR_18_1_R12N12",2018,0,0.013907747
"FBR3N60","gxr","GDR_18_1","12","13","1","GDR_18_1_R12N13",2018,1,0.010082069
"FBR3N60","gxr","GDR_18_1","12","13","2","GDR_18_1_R12N13",2018,1,0.010425884
"FBR3N60","gxr","GDR_18_1","12","13","3","GDR_18_1_R12N13",2018,1,0.014561652
NA,NA,"GDR_18_1","12","14","1","GDR_18_1_R12N14",2018,NA,NA
NA,NA,"GDR_18_1","12","14","2","GDR_18_1_R12N14",2018,NA,NA
NA,NA,"GDR_18_1","12","14","3","GDR_18_1_R12N14",2018,NA,NA
NA,NA,"GDR_18_1","12","15","1","GDR_18_1_R12N15",2018,NA,NA
NA,NA,"GDR_18_1","12","15","2","GDR_18_1_R12N15",2018,NA,NA
NA,NA,"GDR_18_1","12","15","3","GDR_18_1_R12N15",2018,NA,NA
NA,NA,"GDR_18_1","12","16","1","GDR_18_1_R12N16",2018,NA,NA
NA,NA,"GDR_18_1","12","16","2","GDR_18_1_R12N16",2018,NA,NA
NA,NA,"GDR_18_1","12","16","3","GDR_18_1_R12N16",2018,NA,NA
NA,NA,"GDR_18_1","12","17","1","GDR_18_1_R12N17",2018,NA,NA
NA,NA,"GDR_18_1","12","17","2","GDR_18_1_R12N17",2018,NA,NA
