"Genotype","pop","Loc","Row","Column","rep","Plot_RC_ID","Year","co_loc","tr_coni"
NA,NA,"GDR_18_1","2","18","3","GDR_18_1_R2N18",2018,NA,NA
"FBR1N80","gxr","GDR_18_1","2","19","1","GDR_18_1_R2N19",2018,1,0.022016804
"FBR1N80","gxr","GDR_18_1","2","19","2","GDR_18_1_R2N19",2018,1,0.032934875
"FBR1N80","gxr","GDR_18_1","2","19","3","GDR_18_1_R2N19",2018,1,0.026131027
NA,NA,"GDR_18_1","2","2","1","GDR_18_1_R2N2",2018,NA,NA
NA,NA,"GDR_18_1","2","2","2","GDR_18_1_R2N2",2018,NA,NA
NA,NA,"GDR_18_1","2","2","3","GDR_18_1_R2N2",2018,NA,NA
"FBR1N82","gxr","GDR_18_1","2","20","1","GDR_18_1_R2N20",2018,1,0.021063628
"FBR1N82","gxr","GDR_18_1","2","20","2","GDR_18_1_R2N20",2018,1,0.012095402
"FBR1N82","gxr","GDR_18_1","2","20","3","GDR_18_1_R2N20",2018,1,0.014580654
NA,NA,"GDR_18_1","2","21","1","GDR_18_1_R2N21",2018,NA,NA
NA,NA,"GDR_18_1","2","21","2","GDR_18_1_R2N21",2018,NA,NA
NA,NA,"GDR_18_1","2","21","3","GDR_18_1_R2N21",2018,NA,NA
NA,NA,"GDR_18_1","2","22","1","GDR_18_1_R2N22",2018,NA,NA
NA,NA,"GDR_18_1","2","22","2","GDR_18_1_R2N22",2018,NA,NA
NA,NA,"GDR_18_1","2","22","3","GDR_18_1_R2N22",2018,NA,NA
"FBR1N89","gxr","GDR_18_1","2","23","1","GDR_18_1_R2N23",2018,1,0.015699033
"FBR1N89","gxr","GDR_18_1","2","23","2","GDR_18_1_R2N23",2018,1,0.012521355
"FBR1N89","gxr","GDR_18_1","2","23","3","GDR_18_1_R2N23",2018,1,0.026037837
"FBR1N90","gxr","GDR_18_1","2","24","1","GDR_18_1_R2N24",2018,1,0.027238535
"FBR1N90","gxr","GDR_18_1","2","24","2","GDR_18_1_R2N24",2018,1,0.017152808
"FBR1N90","gxr","GDR_18_1","2","24","3","GDR_18_1_R2N24",2018,1,0.01955063
"FBR1N92","gxr","GDR_18_1","2","25","1","GDR_18_1_R2N25",2018,1,0.020922731
"FBR1N92","gxr","GDR_18_1","2","25","2","GDR_18_1_R2N25",2018,1,0.013463402
"FBR1N92","gxr","GDR_18_1","2","25","3","GDR_18_1_R2N25",2018,1,0.010892642
NA,NA,"GDR_18_1","2","26","1","GDR_18_1_R2N26",2018,NA,NA
NA,NA,"GDR_18_1","2","26","2","GDR_18_1_R2N26",2018,NA,NA
NA,NA,"GDR_18_1","2","26","3","GDR_18_1_R2N26",2018,NA,NA
NA,NA,"GDR_18_1","2","27","1","GDR_18_1_R2N27",2018,NA,NA
NA,NA,"GDR_18_1","2","27","2","GDR_18_1_R2N27",2018,NA,NA
NA,NA,"GDR_18_1","2","27","3","GDR_18_1_R2N27",2018,NA,NA
"FBR1N98","gxr","GDR_18_1","2","28","1","GDR_18_1_R2N28",2018,1,0.017247333
"FBR1N98","gxr","GDR_18_1","2","28","2","GDR_18_1_R2N28",2018,1,0.020067638
"FBR1N98","gxr","GDR_18_1","2","28","3","GDR_18_1_R2N28",2018,1,0.021137941
NA,NA,"GDR_18_1","2","29","1","GDR_18_1_R2N29",2018,NA,NA
NA,NA,"GDR_18_1","2","29","2","GDR_18_1_R2N29",2018,NA,NA
NA,NA,"GDR_18_1","2","29","3","GDR_18_1_R2N29",2018,NA,NA
NA,NA,"GDR_18_1","2","3","1","GDR_18_1_R2N3",2018,NA,NA
NA,NA,"GDR_18_1","2","3","2","GDR_18_1_R2N3",2018,NA,NA
NA,NA,"GDR_18_1","2","3","3","GDR_18_1_R2N3",2018,NA,NA
NA,NA,"GDR_18_1","2","30","1","GDR_18_1_R2N30",2018,NA,NA
NA,NA,"GDR_18_1","2","30","2","GDR_18_1_R2N30",2018,NA,NA
NA,NA,"GDR_18_1","2","30","3","GDR_18_1_R2N30",2018,NA,NA
NA,NA,"GDR_18_1","2","31","1","GDR_18_1_R2N31",2018,NA,NA
NA,NA,"GDR_18_1","2","31","2","GDR_18_1_R2N31",2018,NA,NA
NA,NA,"GDR_18_1","2","31","3","GDR_18_1_R2N31",2018,NA,NA
NA,NA,"GDR_18_1","2","32","1","GDR_18_1_R2N32",2018,NA,NA
NA,NA,"GDR_18_1","2","32","2","GDR_18_1_R2N32",2018,NA,NA
NA,NA,"GDR_18_1","2","32","3","GDR_18_1_R2N32",2018,NA,NA
NA,NA,"GDR_18_1","2","33","1","GDR_18_1_R2N33",2018,NA,NA
NA,NA,"GDR_18_1","2","33","2","GDR_18_1_R2N33",2018,NA,NA
NA,NA,"GDR_18_1","2","33","3","GDR_18_1_R2N33",2018,NA,NA
NA,NA,"GDR_18_1","2","34","1","GDR_18_1_R2N34",2018,NA,NA
NA,NA,"GDR_18_1","2","34","2","GDR_18_1_R2N34",2018,NA,NA
NA,NA,"GDR_18_1","2","34","3","GDR_18_1_R2N34",2018,NA,NA
NA,NA,"GDR_18_1","2","35","1","GDR_18_1_R2N35",2018,NA,NA
NA,NA,"GDR_18_1","2","35","2","GDR_18_1_R2N35",2018,NA,NA
NA,NA,"GDR_18_1","2","35","3","GDR_18_1_R2N35",2018,NA,NA
NA,NA,"GDR_18_1","2","36","1","GDR_18_1_R2N36",2018,NA,NA
NA,NA,"GDR_18_1","2","36","2","GDR_18_1_R2N36",2018,NA,NA
NA,NA,"GDR_18_1","2","36","3","GDR_18_1_R2N36",2018,NA,NA
NA,NA,"GDR_18_1","2","37","1","GDR_18_1_R2N37",2018,NA,NA
NA,NA,"GDR_18_1","2","37","2","GDR_18_1_R2N37",2018,NA,NA
NA,NA,"GDR_18_1","2","37","3","GDR_18_1_R2N37",2018,NA,NA
NA,NA,"GDR_18_1","2","38","1","GDR_18_1_R2N38",2018,NA,NA
NA,NA,"GDR_18_1","2","38","2","GDR_18_1_R2N38",2018,NA,NA
NA,NA,"GDR_18_1","2","38","3","GDR_18_1_R2N38",2018,NA,NA
NA,NA,"GDR_18_1","2","39","1","GDR_18_1_R2N39",2018,NA,NA
NA,NA,"GDR_18_1","2","39","2","GDR_18_1_R2N39",2018,NA,NA
NA,NA,"GDR_18_1","2","39","3","GDR_18_1_R2N39",2018,NA,NA
NA,NA,"GDR_18_1","2","4","1","GDR_18_1_R2N4",2018,NA,NA
NA,NA,"GDR_18_1","2","4","2","GDR_18_1_R2N4",2018,NA,NA
NA,NA,"GDR_18_1","2","4","3","GDR_18_1_R2N4",2018,NA,NA
NA,NA,"GDR_18_1","2","40","1","GDR_18_1_R2N40",2018,NA,NA
NA,NA,"GDR_18_1","2","40","2","GDR_18_1_R2N40",2018,NA,NA
NA,NA,"GDR_18_1","2","40","3","GDR_18_1_R2N40",2018,NA,NA
NA,NA,"GDR_18_1","2","41","1","GDR_18_1_R2N41",2018,NA,NA
NA,NA,"GDR_18_1","2","41","2","GDR_18_1_R2N41",2018,NA,NA
NA,NA,"GDR_18_1","2","41","3","GDR_18_1_R2N41",2018,NA,NA
NA,NA,"GDR_18_1","2","42","1","GDR_18_1_R2N42",2018,NA,NA
NA,NA,"GDR_18_1","2","42","2","GDR_18_1_R2N42",2018,NA,NA
NA,NA,"GDR_18_1","2","42","3","GDR_18_1_R2N42",2018,NA,NA
NA,NA,"GDR_18_1","2","43","1","GDR_18_1_R2N43",2018,NA,NA
NA,NA,"GDR_18_1","2","43","2","GDR_18_1_R2N43",2018,NA,NA
NA,NA,"GDR_18_1","2","43","3","GDR_18_1_R2N43",2018,NA,NA
NA,NA,"GDR_18_1","2","44","1","GDR_18_1_R2N44",2018,NA,NA
NA,NA,"GDR_18_1","2","44","2","GDR_18_1_R2N44",2018,NA,NA
NA,NA,"GDR_18_1","2","44","3","GDR_18_1_R2N44",2018,NA,NA
NA,NA,"GDR_18_1","2","45","1","GDR_18_1_R2N45",2018,NA,NA
NA,NA,"GDR_18_1","2","45","2","GDR_18_1_R2N45",2018,NA,NA
NA,NA,"GDR_18_1","2","45","3","GDR_18_1_R2N45",2018,NA,NA
NA,NA,"GDR_18_1","2","46","1","GDR_18_1_R2N46",2018,NA,NA
NA,NA,"GDR_18_1","2","46","2","GDR_18_1_R2N46",2018,NA,NA
NA,NA,"GDR_18_1","2","46","3","GDR_18_1_R2N46",2018,NA,NA
NA,NA,"GDR_18_1","2","47","1","GDR_18_1_R2N47",2018,NA,NA
NA,NA,"GDR_18_1","2","47","2","GDR_18_1_R2N47",2018,NA,NA
NA,NA,"GDR_18_1","2","47","3","GDR_18_1_R2N47",2018,NA,NA
NA,NA,"GDR_18_1","2","5","1","GDR_18_1_R2N5",2018,NA,NA
NA,NA,"GDR_18_1","2","5","2","GDR_18_1_R2N5",2018,NA,NA
NA,NA,"GDR_18_1","2","5","3","GDR_18_1_R2N5",2018,NA,NA
"FBR1N60","gxr","GDR_18_1","2","6","1","GDR_18_1_R2N6",2018,1,0.016881688
"FBR1N60","gxr","GDR_18_1","2","6","2","GDR_18_1_R2N6",2018,1,0.009227887
"FBR1N60","gxr","GDR_18_1","2","6","3","GDR_18_1_R2N6",2018,1,0.009001131
NA,NA,"GDR_18_1","2","7","1","GDR_18_1_R2N7",2018,NA,NA
NA,NA,"GDR_18_1","2","7","2","GDR_18_1_R2N7",2018,NA,NA
NA,NA,"GDR_18_1","2","7","3","GDR_18_1_R2N7",2018,NA,NA
"FBR1N64","gxr","GDR_18_1","2","8","1","GDR_18_1_R2N8",2018,1,0.02780448
"FBR1N64","gxr","GDR_18_1","2","8","2","GDR_18_1_R2N8",2018,1,0.015996563
"FBR1N64","gxr","GDR_18_1","2","8","3","GDR_18_1_R2N8",2018,1,NA
NA,NA,"GDR_18_1","2","9","1","GDR_18_1_R2N9",2018,NA,NA
NA,NA,"GDR_18_1","2","9","2","GDR_18_1_R2N9",2018,NA,NA
NA,NA,"GDR_18_1","2","9","3","GDR_18_1_R2N9",2018,NA,NA
"FBR1N100","gxr","GDR_18_1","3","1","1","GDR_18_1_R3N1",2018,1,0.033032455
"FBR1N100","gxr","GDR_18_1","3","1","2","GDR_18_1_R3N1",2018,1,0.018114812
"FBR1N100","gxr","GDR_18_1","3","1","3","GDR_18_1_R3N1",2018,1,0.026595498
"FBR2N9","gxr","GDR_18_1","3","10","1","GDR_18_1_R3N10",2018,1,0.020521847
"FBR2N9","gxr","GDR_18_1","3","10","2","GDR_18_1_R3N10",2018,1,0.014368322
"FBR2N9","gxr","GDR_18_1","3","10","3","GDR_18_1_R3N10",2018,1,0.024509566
"FBR2N11","gxr","GDR_18_1","3","11","1","GDR_18_1_R3N11",2018,0,0.009172987
"FBR2N11","gxr","GDR_18_1","3","11","2","GDR_18_1_R3N11",2018,0,0.008550304
"FBR2N11","gxr","GDR_18_1","3","11","3","GDR_18_1_R3N11",2018,0,0.008408393
"FBR2N13","gxr","GDR_18_1","3","12","1","GDR_18_1_R3N12",2018,1,0.023453134
"FBR2N13","gxr","GDR_18_1","3","12","2","GDR_18_1_R3N12",2018,1,0.025267937
"FBR2N13","gxr","GDR_18_1","3","12","3","GDR_18_1_R3N12",2018,1,0.026366943
NA,NA,"GDR_18_1","3","13","1","GDR_18_1_R3N13",2018,NA,NA
NA,NA,"GDR_18_1","3","13","2","GDR_18_1_R3N13",2018,NA,NA
NA,NA,"GDR_18_1","3","13","3","GDR_18_1_R3N13",2018,NA,NA
"FBR2N16","gxr","GDR_18_1","3","14","1","GDR_18_1_R3N14",2018,0,0.02629299
"FBR2N16","gxr","GDR_18_1","3","14","2","GDR_18_1_R3N14",2018,0,0.017323467
"FBR2N16","gxr","GDR_18_1","3","14","3","GDR_18_1_R3N14",2018,0,0.015088242
"FBR2N17","gxr","GDR_18_1","3","15","1","GDR_18_1_R3N15",2018,1,0.03271622
"FBR2N17","gxr","GDR_18_1","3","15","2","GDR_18_1_R3N15",2018,1,0.031051967
"FBR2N17","gxr","GDR_18_1","3","15","3","GDR_18_1_R3N15",2018,1,0.028728736
NA,NA,"GDR_18_1","3","16","1","GDR_18_1_R3N16",2018,NA,NA
NA,NA,"GDR_18_1","3","16","2","GDR_18_1_R3N16",2018,NA,NA
NA,NA,"GDR_18_1","3","16","3","GDR_18_1_R3N16",2018,NA,NA
"FBR2N20","gxr","GDR_18_1","3","17","1","GDR_18_1_R3N17",2018,1,0.013829118
"FBR2N20","gxr","GDR_18_1","3","17","2","GDR_18_1_R3N17",2018,1,0.011039096
"FBR2N20","gxr","GDR_18_1","3","17","3","GDR_18_1_R3N17",2018,1,0.018671164
NA,NA,"GDR_18_1","3","18","1","GDR_18_1_R3N18",2018,NA,NA
NA,NA,"GDR_18_1","3","18","2","GDR_18_1_R3N18",2018,NA,NA
NA,NA,"GDR_18_1","3","18","3","GDR_18_1_R3N18",2018,NA,NA
"FBR2N24","gxr","GDR_18_1","3","19","1","GDR_18_1_R3N19",2018,1,0.027642392
"FBR2N24","gxr","GDR_18_1","3","19","2","GDR_18_1_R3N19",2018,1,0.020561263
"FBR2N24","gxr","GDR_18_1","3","19","3","GDR_18_1_R3N19",2018,1,0.032651549
"FBR1N101","gxr","GDR_18_1","3","2","1","GDR_18_1_R3N2",2018,1,0.024834042
"FBR1N101","gxr","GDR_18_1","3","2","2","GDR_18_1_R3N2",2018,1,0.016942341
"FBR1N101","gxr","GDR_18_1","3","2","3","GDR_18_1_R3N2",2018,1,0.023794551
"FBR2N26","gxr","GDR_18_1","3","20","1","GDR_18_1_R3N20",2018,1,0.021465083
"FBR2N26","gxr","GDR_18_1","3","20","2","GDR_18_1_R3N20",2018,1,0.015185294
"FBR2N26","gxr","GDR_18_1","3","20","3","GDR_18_1_R3N20",2018,1,0.018377722
"FBR2N27","gxr","GDR_18_1","3","21","1","GDR_18_1_R3N21",2018,1,0.017190405
"FBR2N27","gxr","GDR_18_1","3","21","2","GDR_18_1_R3N21",2018,1,0.01765112
"FBR2N27","gxr","GDR_18_1","3","21","3","GDR_18_1_R3N21",2018,1,NA
NA,NA,"GDR_18_1","3","22","1","GDR_18_1_R3N22",2018,NA,NA
NA,NA,"GDR_18_1","3","22","2","GDR_18_1_R3N22",2018,NA,NA
NA,NA,"GDR_18_1","3","22","3","GDR_18_1_R3N22",2018,NA,NA
NA,NA,"GDR_18_1","3","23","1","GDR_18_1_R3N23",2018,NA,NA
NA,NA,"GDR_18_1","3","23","2","GDR_18_1_R3N23",2018,NA,NA
NA,NA,"GDR_18_1","3","23","3","GDR_18_1_R3N23",2018,NA,NA
"FBR2N32","gxr","GDR_18_1","3","24","1","GDR_18_1_R3N24",2018,0,0.014537305
"FBR2N32","gxr","GDR_18_1","3","24","2","GDR_18_1_R3N24",2018,0,0.017112183
"FBR2N32","gxr","GDR_18_1","3","24","3","GDR_18_1_R3N24",2018,0,0.010359732
NA,NA,"GDR_18_1","3","25","1","GDR_18_1_R3N25",2018,NA,NA
NA,NA,"GDR_18_1","3","25","2","GDR_18_1_R3N25",2018,NA,NA
NA,NA,"GDR_18_1","3","25","3","GDR_18_1_R3N25",2018,NA,NA
NA,NA,"GDR_18_1","3","26","1","GDR_18_1_R3N26",2018,NA,NA
NA,NA,"GDR_18_1","3","26","2","GDR_18_1_R3N26",2018,NA,NA
NA,NA,"GDR_18_1","3","26","3","GDR_18_1_R3N26",2018,NA,NA
NA,NA,"GDR_18_1","3","27","1","GDR_18_1_R3N27",2018,NA,NA
NA,NA,"GDR_18_1","3","27","2","GDR_18_1_R3N27",2018,NA,NA
NA,NA,"GDR_18_1","3","27","3","GDR_18_1_R3N27",2018,NA,NA
"FBR2N38","gxr","GDR_18_1","3","28","1","GDR_18_1_R3N28",2018,1,0.010242212
"FBR2N38","gxr","GDR_18_1","3","28","2","GDR_18_1_R3N28",2018,1,0.015901498
"FBR2N38","gxr","GDR_18_1","3","28","3","GDR_18_1_R3N28",2018,1,0.012422536
NA,NA,"GDR_18_1","3","29","1","GDR_18_1_R3N29",2018,NA,NA
NA,NA,"GDR_18_1","3","29","2","GDR_18_1_R3N29",2018,NA,NA
NA,NA,"GDR_18_1","3","29","3","GDR_18_1_R3N29",2018,NA,NA
"FBR1N103","gxr","GDR_18_1","3","3","1","GDR_18_1_R3N3",2018,0,0.022814291
"FBR1N103","gxr","GDR_18_1","3","3","2","GDR_18_1_R3N3",2018,0,0.014847977
"FBR1N103","gxr","GDR_18_1","3","3","3","GDR_18_1_R3N3",2018,0,0.01799403
"FBR2N41","gxr","GDR_18_1","3","30","1","GDR_18_1_R3N30",2018,0,0.008629863
"FBR2N41","gxr","GDR_18_1","3","30","2","GDR_18_1_R3N30",2018,0,0.009872437
NA,NA,"GDR_18_1","3","30","3","GDR_18_1_R3N30",2018,NA,NA
"FBR2N43","gxr","GDR_18_1","3","31","1","GDR_18_1_R3N31",2018,1,0.013328687
"FBR2N43","gxr","GDR_18_1","3","31","2","GDR_18_1_R3N31",2018,1,0.014920754
"FBR2N43","gxr","GDR_18_1","3","31","3","GDR_18_1_R3N31",2018,1,0.020417448
NA,NA,"GDR_18_1","3","32","1","GDR_18_1_R3N32",2018,NA,NA
NA,NA,"GDR_18_1","3","32","2","GDR_18_1_R3N32",2018,NA,NA
NA,NA,"GDR_18_1","3","32","3","GDR_18_1_R3N32",2018,NA,NA
NA,NA,"GDR_18_1","3","33","1","GDR_18_1_R3N33",2018,NA,NA
NA,NA,"GDR_18_1","3","33","2","GDR_18_1_R3N33",2018,NA,NA
NA,NA,"GDR_18_1","3","33","3","GDR_18_1_R3N33",2018,NA,NA
NA,NA,"GDR_18_1","3","34","1","GDR_18_1_R3N34",2018,NA,NA
NA,NA,"GDR_18_1","3","34","2","GDR_18_1_R3N34",2018,NA,NA
NA,NA,"GDR_18_1","3","34","3","GDR_18_1_R3N34",2018,NA,NA
NA,NA,"GDR_18_1","3","35","1","GDR_18_1_R3N35",2018,NA,NA
NA,NA,"GDR_18_1","3","35","2","GDR_18_1_R3N35",2018,NA,NA
NA,NA,"GDR_18_1","3","35","3","GDR_18_1_R3N35",2018,NA,NA
NA,NA,"GDR_18_1","3","36","1","GDR_18_1_R3N36",2018,NA,NA
NA,NA,"GDR_18_1","3","36","2","GDR_18_1_R3N36",2018,NA,NA
NA,NA,"GDR_18_1","3","36","3","GDR_18_1_R3N36",2018,NA,NA
NA,NA,"GDR_18_1","3","37","1","GDR_18_1_R3N37",2018,NA,NA
NA,NA,"GDR_18_1","3","37","2","GDR_18_1_R3N37",2018,NA,NA
NA,NA,"GDR_18_1","3","37","3","GDR_18_1_R3N37",2018,NA,NA
NA,NA,"GDR_18_1","3","38","1","GDR_18_1_R3N38",2018,NA,NA
NA,NA,"GDR_18_1","3","38","2","GDR_18_1_R3N38",2018,NA,NA
NA,NA,"GDR_18_1","3","38","3","GDR_18_1_R3N38",2018,NA,NA
NA,NA,"GDR_18_1","3","39","1","GDR_18_1_R3N39",2018,NA,NA
NA,NA,"GDR_18_1","3","39","2","GDR_18_1_R3N39",2018,NA,NA
NA,NA,"GDR_18_1","3","39","3","GDR_18_1_R3N39",2018,NA,NA
NA,NA,"GDR_18_1","3","4","1","GDR_18_1_R3N4",2018,NA,NA
NA,NA,"GDR_18_1","3","4","2","GDR_18_1_R3N4",2018,NA,NA
NA,NA,"GDR_18_1","3","4","3","GDR_18_1_R3N4",2018,NA,NA
NA,NA,"GDR_18_1","3","40","1","GDR_18_1_R3N40",2018,NA,NA
NA,NA,"GDR_18_1","3","40","2","GDR_18_1_R3N40",2018,NA,NA
NA,NA,"GDR_18_1","3","40","3","GDR_18_1_R3N40",2018,NA,NA
NA,NA,"GDR_18_1","3","41","1","GDR_18_1_R3N41",2018,NA,NA
NA,NA,"GDR_18_1","3","41","2","GDR_18_1_R3N41",2018,NA,NA
NA,NA,"GDR_18_1","3","41","3","GDR_18_1_R3N41",2018,NA,NA
NA,NA,"GDR_18_1","3","42","1","GDR_18_1_R3N42",2018,NA,NA
NA,NA,"GDR_18_1","3","42","2","GDR_18_1_R3N42",2018,NA,NA
NA,NA,"GDR_18_1","3","42","3","GDR_18_1_R3N42",2018,NA,NA
NA,NA,"GDR_18_1","3","43","1","GDR_18_1_R3N43",2018,NA,NA
NA,NA,"GDR_18_1","3","43","2","GDR_18_1_R3N43",2018,NA,NA
NA,NA,"GDR_18_1","3","43","3","GDR_18_1_R3N43",2018,NA,NA
NA,NA,"GDR_18_1","3","44","1","GDR_18_1_R3N44",2018,NA,NA
NA,NA,"GDR_18_1","3","44","2","GDR_18_1_R3N44",2018,NA,NA
NA,NA,"GDR_18_1","3","44","3","GDR_18_1_R3N44",2018,NA,NA
NA,NA,"GDR_18_1","3","45","1","GDR_18_1_R3N45",2018,NA,NA
NA,NA,"GDR_18_1","3","45","2","GDR_18_1_R3N45",2018,NA,NA
NA,NA,"GDR_18_1","3","45","3","GDR_18_1_R3N45",2018,NA,NA
NA,NA,"GDR_18_1","3","46","1","GDR_18_1_R3N46",2018,NA,NA
NA,NA,"GDR_18_1","3","46","2","GDR_18_1_R3N46",2018,NA,NA
NA,NA,"GDR_18_1","3","46","3","GDR_18_1_R3N46",2018,NA,NA
NA,NA,"GDR_18_1","3","47","1","GDR_18_1_R3N47",2018,NA,NA
NA,NA,"GDR_18_1","3","47","2","GDR_18_1_R3N47",2018,NA,NA
NA,NA,"GDR_18_1","3","47","3","GDR_18_1_R3N47",2018,NA,NA
"FBR2N2","gxr","GDR_18_1","3","5","1","GDR_18_1_R3N5",2018,1,0.029254629
"FBR2N2","gxr","GDR_18_1","3","5","2","GDR_18_1_R3N5",2018,1,0.015831253
"FBR2N2","gxr","GDR_18_1","3","5","3","GDR_18_1_R3N5",2018,1,0.020553937
NA,NA,"GDR_18_1","3","6","1","GDR_18_1_R3N6",2018,NA,NA
NA,NA,"GDR_18_1","3","6","2","GDR_18_1_R3N6",2018,NA,NA
NA,NA,"GDR_18_1","3","6","3","GDR_18_1_R3N6",2018,NA,NA
"FBR2N5","gxr","GDR_18_1","3","7","1","GDR_18_1_R3N7",2018,1,0.023170207
"FBR2N5","gxr","GDR_18_1","3","7","2","GDR_18_1_R3N7",2018,1,0.018567241
"FBR2N5","gxr","GDR_18_1","3","7","3","GDR_18_1_R3N7",2018,1,0.023433324
NA,NA,"GDR_18_1","3","8","1","GDR_18_1_R3N8",2018,NA,NA
NA,NA,"GDR_18_1","3","8","2","GDR_18_1_R3N8",2018,NA,NA
NA,NA,"GDR_18_1","3","8","3","GDR_18_1_R3N8",2018,NA,NA
"FBR2N8","gxr","GDR_18_1","3","9","1","GDR_18_1_R3N9",2018,1,0.015104027
"FBR2N8","gxr","GDR_18_1","3","9","2","GDR_18_1_R3N9",2018,1,0.021895942
"FBR2N8","gxr","GDR_18_1","3","9","3","GDR_18_1_R3N9",2018,1,0.0230757
"FBR2N45","gxr","GDR_18_1","4","1","1","GDR_18_1_R4N1",2018,1,0.014073622
"FBR2N45","gxr","GDR_18_1","4","1","2","GDR_18_1_R4N1",2018,1,0.028607827
"FBR2N45","gxr","GDR_18_1","4","1","3","GDR_18_1_R4N1",2018,1,0.028880107
"FBR2N62","gxr","GDR_18_1","4","10","1","GDR_18_1_R4N10",2018,1,0.019601561
"FBR2N62","gxr","GDR_18_1","4","10","2","GDR_18_1_R4N10",2018,1,0.016215773
"FBR2N62","gxr","GDR_18_1","4","10","3","GDR_18_1_R4N10",2018,1,0.021309544
NA,NA,"GDR_18_1","4","11","1","GDR_18_1_R4N11",2018,NA,NA
NA,NA,"GDR_18_1","4","11","2","GDR_18_1_R4N11",2018,NA,NA
NA,NA,"GDR_18_1","4","11","3","GDR_18_1_R4N11",2018,NA,NA
"FBR2N67","gxr","GDR_18_1","4","12","1","GDR_18_1_R4N12",2018,1,0.01832519
"FBR2N67","gxr","GDR_18_1","4","12","2","GDR_18_1_R4N12",2018,1,0.012012929
"FBR2N67","gxr","GDR_18_1","4","12","3","GDR_18_1_R4N12",2018,1,0.026295742
"FBR2N68","gxr","GDR_18_1","4","13","1","GDR_18_1_R4N13",2018,0,0.012686809
"FBR2N68","gxr","GDR_18_1","4","13","2","GDR_18_1_R4N13",2018,0,0.009278201
"FBR2N68","gxr","GDR_18_1","4","13","3","GDR_18_1_R4N13",2018,0,0.01383681
NA,NA,"GDR_18_1","4","14","1","GDR_18_1_R4N14",2018,NA,NA
NA,NA,"GDR_18_1","4","14","2","GDR_18_1_R4N14",2018,NA,NA
NA,NA,"GDR_18_1","4","14","3","GDR_18_1_R4N14",2018,NA,NA
"FBR2N71","gxr","GDR_18_1","4","15","1","GDR_18_1_R4N15",2018,0,0.021645552
"FBR2N71","gxr","GDR_18_1","4","15","2","GDR_18_1_R4N15",2018,0,0.017108847
"FBR2N71","gxr","GDR_18_1","4","15","3","GDR_18_1_R4N15",2018,0,0.023713129
NA,NA,"GDR_18_1","4","16","1","GDR_18_1_R4N16",2018,NA,NA
NA,NA,"GDR_18_1","4","16","2","GDR_18_1_R4N16",2018,NA,NA
NA,NA,"GDR_18_1","4","16","3","GDR_18_1_R4N16",2018,NA,NA
"FBR2N80","gxr","GDR_18_1","4","17","1","GDR_18_1_R4N17",2018,0,0.014248566
"FBR2N80","gxr","GDR_18_1","4","17","2","GDR_18_1_R4N17",2018,0,0.017717303
"FBR2N80","gxr","GDR_18_1","4","17","3","GDR_18_1_R4N17",2018,0,0.014035361
NA,NA,"GDR_18_1","4","18","1","GDR_18_1_R4N18",2018,NA,NA
NA,NA,"GDR_18_1","4","18","2","GDR_18_1_R4N18",2018,NA,NA
NA,NA,"GDR_18_1","4","18","3","GDR_18_1_R4N18",2018,NA,NA
"FBR2N83","gxr","GDR_18_1","4","19","1","GDR_18_1_R4N19",2018,0,0.022712181
"FBR2N83","gxr","GDR_18_1","4","19","2","GDR_18_1_R4N19",2018,0,0.013447019
"FBR2N83","gxr","GDR_18_1","4","19","3","GDR_18_1_R4N19",2018,0,0.016587993
"FBR2N48","gxr","GDR_18_1","4","2","1","GDR_18_1_R4N2",2018,1,0.021458984
"FBR2N48","gxr","GDR_18_1","4","2","2","GDR_18_1_R4N2",2018,1,0.013516358
"FBR2N48","gxr","GDR_18_1","4","2","3","GDR_18_1_R4N2",2018,1,0.017776376
NA,NA,"GDR_18_1","4","20","1","GDR_18_1_R4N20",2018,NA,NA
NA,NA,"GDR_18_1","4","20","2","GDR_18_1_R4N20",2018,NA,NA
NA,NA,"GDR_18_1","4","20","3","GDR_18_1_R4N20",2018,NA,NA
NA,NA,"GDR_18_1","4","21","1","GDR_18_1_R4N21",2018,NA,NA
NA,NA,"GDR_18_1","4","21","2","GDR_18_1_R4N21",2018,NA,NA
NA,NA,"GDR_18_1","4","21","3","GDR_18_1_R4N21",2018,NA,NA
"FBR2N86","gxr","GDR_18_1","4","22","1","GDR_18_1_R4N22",2018,1,0.016093457
"FBR2N86","gxr","GDR_18_1","4","22","2","GDR_18_1_R4N22",2018,1,0.016053189
"FBR2N86","gxr","GDR_18_1","4","22","3","GDR_18_1_R4N22",2018,1,0.017451911
"FBR2N87","gxr","GDR_18_1","4","23","1","GDR_18_1_R4N23",2018,1,0.020205637
"FBR2N87","gxr","GDR_18_1","4","23","2","GDR_18_1_R4N23",2018,1,0.015430873
"FBR2N87","gxr","GDR_18_1","4","23","3","GDR_18_1_R4N23",2018,1,0.02379099
"FBR2N89","gxr","GDR_18_1","4","24","1","GDR_18_1_R4N24",2018,0,0.020549572
"FBR2N89","gxr","GDR_18_1","4","24","2","GDR_18_1_R4N24",2018,0,0.016342864
"FBR2N89","gxr","GDR_18_1","4","24","3","GDR_18_1_R4N24",2018,0,0.017967711
NA,NA,"GDR_18_1","4","25","1","GDR_18_1_R4N25",2018,NA,NA
NA,NA,"GDR_18_1","4","25","2","GDR_18_1_R4N25",2018,NA,NA
