"Genotype","predicted.value","std.error","status","AVSED","h2_Cullis","Gvar","pop","co_loc","pop_BLUE"
"LAR4N122",18.5632171639049,3.76758990126834,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N123",21.4886106823993,3.79456629165688,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N13",14.9169236303459,4.34653810695059,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR4N14",30.0580675849801,4.32443238790323,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N16",22.2001880504777,4.37063566600545,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N17",24.1188172293814,4.24303743317222,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N18",12.9721205425067,4.36530348114927,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR4N20",10.3426662634907,4.34975104076039,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR4N21",29.3482191953836,4.34286914075889,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N25",29.6101197726627,4.27121392577218,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N28",24.6173747208867,4.24947953388192,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N30",26.5388400103269,4.27715770033402,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N31",15.0342993266961,4.27961305792715,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR4N32",27.4354024901274,4.2668935003509,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N34",NA,NA,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR4N37",21.9869914100306,4.32571349570346,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N38",28.7303090469419,4.23717624140376,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N39",27.3474415748006,4.1137320805672,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N40",27.2905302007522,4.11080339772137,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N41",26.9337463384153,4.28419927842696,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N43",12.5750082483618,4.24617686270435,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR4N44",12.1904429398406,4.30099713626218,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR4N50",17.850996784627,3.8874756869967,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N53",17.7890924059462,3.70188876328664,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N54",18.4476951150261,3.8461825655274,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N57",17.6047021657889,3.83216763837369,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N59",16.8400847426872,3.65609270427743,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N6",27.5243973715497,4.37772541422366,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR4N60",28.4342786685038,3.70222331281406,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N61",23.1449647590487,3.78873544352036,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N63",29.7993369592731,3.76196144700142,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N65",26.5339019452679,3.88078506000736,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N7",18.5118586754255,4.35437658727477,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
