"Trait","Year","Genotype","dGEBV","weight","rel","GEBV","SE","AVSED","h2_Cullis","pop","pop_BLUE","co_loc"
"tr_len",2017,"FBR1N1",953.656136583325,4.70836086397318,0.824818363129206,866.105842649797,198.465308798062,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N100",759.494197999978,4.51531986770002,0.818686853348903,687.200344807059,201.908667076354,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N101",665.263719540716,4.54151265226254,0.819543856930163,602.254341344976,201.430926191948,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N102",600.775475538487,4.45843796458223,0.816797404955662,542.961918244866,202.957976722728,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N103",1114.84022884694,4.47386969905478,0.817313883051933,1007.87592124522,202.671688932205,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N11",652.264005098365,4.56784946949716,0.82039744330762,590.793300670325,200.953961267552,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N12",1463.32857978623,4.56743704626722,0.820384138753672,1325.41073053814,200.961404238733,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N13",1175.36014139992,4.50986541143989,0.81850736355125,1063.36473713212,202.008581456197,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N14",787.980952121769,4.48580123653214,0.817711222685102,712.550581018299,202.451164977835,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N16",975.85206960213,4.75067552613504,0.826107385914001,886.956335137654,197.733786205962,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N17",1313.56491032085,4.74415296145028,0.825909928459231,1193.76236195711,197.846019071306,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N19",561.153269187854,4.43293182177244,0.815937318412039,506.885532529535,203.433835223889,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N2",783.701059378436,4.43258097813705,0.815925431388062,707.90612293301,203.440404137844,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N20",818.419051887322,4.61885991045799,0.822027953012537,742.02583052932,200.039708043971,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N21",810.581519756322,4.55100230070388,0.819852353533848,733.946699802708,201.258675648773,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N22",1164.45266858491,4.54161147167969,0.819547074869741,1054.16548530525,201.429130200334,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N23",1185.69878010898,4.66406137569115,0.82344824081678,1075.95108065908,199.239910909311,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N24",1486.14744674184,4.44820867119649,0.816453432614139,1342.85032721272,203.148419419014,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N25",937.27724717513,4.45352492350204,0.816632359065513,846.996014702042,203.049377826879,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N27",1189.54995013409,4.61604463545026,0.821938737151823,1078.45594171681,200.089840856936,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N28",1380.00966690165,4.67823497524142,0.823888936551541,1252.61170070254,198.99109141173,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N3",640.414916803798,4.77593180421493,0.826867761965219,582.343817475749,197.300999693282,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N31",774.353896723101,4.55309339246208,0.81992019054507,701.173152211638,201.22077875466,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N32",538.841699826373,4.53584751355998,0.819359186185943,487.751216291723,201.5339675362,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N33",608.240269740552,5.17616285900944,0.83808717114037,556.826334390918,190.80113092071,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N34",945.694642870076,4.59620011297784,0.821307319286,857.045295755499,200.44429328948,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N35",1295.35030310052,4.31003585349868,0.811677354430456,1167.02173828496,205.774515351194,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
"tr_len",2017,"FBR1N38",1054.61641284084,4.62003738010104,0.822065240430479,956.197642302005,200.018751508793,305.675678102037,0.792216458350158,"gxr",1275.02384015512,1
"tr_len",2017,"FBR1N39",1034.52864838792,4.62618466705205,0.822259655667511,938.095413781713,199.909449310083,305.675678102037,0.792216458350158,"gxr",1275.02384015512,0
