taxa,PC1,PC2,PC3
LAR3N82,12.809915156704,-12.1130135610306,37.2182260625462
LAR3N83,12.1574853750351,-1.03227819376284,-8.10742413821252
LAR3N86,7.96840707182514,-3.91990988751173,-9.36660989001532
LAR3N9,36.5852241734409,-23.4500233642021,10.5722190776696
LAR3N90,4.81893994247108,23.0651305285835,23.74266774149
LAR3N95,-2.50035695840783,-1.66509176445628,17.8095992879025
LAR3N96,0.773225359757264,-6.92269403807869,-24.3157837349955
LAR3N97,4.97289325048712,-0.764288804322487,-22.4052813094464
LAR3N98,-9.48606419291755,23.2181656006503,4.79614783866063
LAR4N1,10.924411772971,-40.9365691570774,17.6629247187076
LAR4N10,-7.09885157542959,7.29558533064046,19.0421699439599
LAR4N11,23.6339744890285,1.47021418341101,-8.07290915346577
LAR4N12,13.3457852612599,-2.7158352473072,10.717259970361
LAR4N13,33.5517183187681,-7.3434609453179,37.7623235227835
LAR4N14,7.00870049800418,11.0781285768225,17.3611306653849
LAR4N16,10.8446435969922,-19.1877531211985,-6.07921335196752
LAR4N17,16.8009349042972,1.03144377630223,14.0986896302397
LAR4N18,2.37451531986855,-2.39642788843105,15.3871886122295
LAR4N20,-7.23161757055792,27.3906682439232,-5.68309894905514
LAR4N21,27.0430681908074,29.5053537192808,0.912779154735608
LAR4N25,17.6862400752181,-31.0216473611229,14.1574393490878
LAR4N28,16.4216868070459,37.0710750239777,-11.9984733061514
LAR4N30,-10.1248975185718,0.226066129727232,-1.82837817468073
LAR4N31,-13.1557461832762,0.00131161854370874,26.1273916906392
LAR4N32,-20.5871798470937,40.0212148628909,-21.4448777521293
LAR4N34,-15.4303710515899,-6.2670972313128,-25.4726669201581
LAR4N38,10.0218200129384,-26.0212610503788,1.26610479721331
LAR4N39,3.70906265146644,28.8986549647751,7.05446822684053
LAR4N40,3.57458111372014,28.8760681600432,7.05888250593089
LAR4N41,6.50492632491805,26.8757521742542,-7.33235416542086
LAR4N43,-1.52291308190818,-24.1558409139509,-5.99887171045359
LAR4N6,33.0184687527835,-0.0118445787924588,-4.45664632048289
LAR4N7,27.0329758435324,3.36425241199926,-31.3131641905107
LAR4N8,2.02573488351249,21.3711824750399,-23.0725469492533
