"Genotype","predicted.value","std.error","status"
"BIR2N144",0.991506003873447,0.200279873242248,"Estimable"
"BIR2N148",0.875529469089692,0.208495539235337,"Estimable"
"BIR2N15",0.891361024056589,0.220487134518728,"Estimable"
"BIR2N150",0.924077900782925,0.219616075734915,"Estimable"
"BIR2N151",0.996542788709356,0.221950749961469,"Estimable"
"BIR2N18",0.921374086961978,0.212694913071577,"Estimable"
"BIR2N19",1.00638474207855,0.212783245796884,"Estimable"
"BIR2N21",0.939198210647645,0.2094612374957,"Estimable"
"BIR2N23",0.933036915160525,0.218260479096991,"Estimable"
"BIR2N24",0.967227567263077,0.215026742505452,"Estimable"
"BIR2N25",0.837926889744256,0.20794659535117,"Estimable"
"BIR2N3",0.906066757353953,0.205375513354551,"Estimable"
"BIR2N36",0.985187093080638,0.215875852381649,"Estimable"
"BIR2N39",0.930095310986553,0.20839788707956,"Estimable"
"BIR2N40",1.0439842245471,0.211755437046919,"Estimable"
"BIR2N42",0.986807085942033,0.220439532543823,"Estimable"
"BIR2N44",0.974574181854878,0.216944476647151,"Estimable"
"BIR2N45",0.910529353554952,0.215287223842887,"Estimable"
"BIR2N47",1.00421584865741,0.209464412761875,"Estimable"
"BIR2N49",0.960892239708327,0.212432139731505,"Estimable"
"BIR2N5",0.831898852800586,0.219711977833532,"Estimable"
"BIR2N51",0.929437284149128,0.211243363908529,"Estimable"
"BIR2N53",0.992347243123898,0.210511052350425,"Estimable"
"BIR2N59",1.01411378547449,0.214494932135123,"Estimable"
"BIR2N60",0.974839645130852,0.202451635169951,"Estimable"
"BIR2N61",0.978968608174818,0.217741688533409,"Estimable"
"BIR2N64",0.976663981468968,0.208780684801216,"Estimable"
"BIR2N69",1.00222061709506,0.216995477449304,"Estimable"
"BIR2N74",0.983576160724393,0.205009582804517,"Estimable"
"BIR2N76",0.916528639374288,0.223315776881053,"Estimable"
"BIR2N77",0.922487175176081,0.223209795128184,"Estimable"
"BIR2N80",1.0146909565348,0.20372219917446,"Estimable"
"BIR2N81",0.973275132222466,0.2118253445159,"Estimable"
"BIR2N84",0.898838367043244,0.215480478235065,"Estimable"
"BIR2N87",0.929569713027153,0.201931948436604,"Estimable"
