"Genotype","predicted.value","std.error","status"
"LAR2N103",0.858289915223939,0.184519897590578,"Estimable"
"LAR2N11",0.673862937404403,0.16986133325803,"Estimable"
"LAR2N110",0.858557331529708,0.181610862494006,"Estimable"
"LAR2N112",0.796962211477797,0.184690937151561,"Estimable"
"LAR2N113",0.744427121349379,0.183875918860428,"Estimable"
"LAR2N115",0.885326051013696,0.178082219743647,"Estimable"
"LAR2N117",0.919844418418512,0.177149311979622,"Estimable"
"LAR2N119",0.748782825298104,0.177903511954619,"Estimable"
"LAR2N12",0.847457239973901,0.172507206343294,"Estimable"
"LAR2N120",0.914060633787738,0.183260700381323,"Estimable"
"LAR2N121",0.828056832962775,0.181068016407081,"Estimable"
"LAR2N17",0.848402506811894,0.173354113286688,"Estimable"
"LAR2N18",0.838377571132852,0.173699771188896,"Estimable"
"LAR2N2",0.724595364149432,0.172069474215626,"Estimable"
"LAR2N20",0.742984861072771,0.166574548872442,"Estimable"
"LAR2N21",0.745034242901543,0.170705465147614,"Estimable"
"LAR2N22",0.974816910310651,0.174917611350836,"Estimable"
"LAR2N23",0.837753477915742,0.166082737191016,"Estimable"
"LAR2N28",0.843684837474197,0.17840612630216,"Estimable"
"LAR2N29",0.91558705669292,0.173511134601959,"Estimable"
"LAR2N3",0.831161879311065,0.172362661356038,"Estimable"
"LAR2N31",0.98754508501825,0.17079138389955,"Estimable"
"LAR2N32",0.842409489446846,0.17294348437008,"Estimable"
"LAR2N33",0.880443427414176,0.175537397435718,"Estimable"
"LAR2N34",0.89847202199713,0.179373755015959,"Estimable"
"LAR2N35",0.914603418054686,0.172652905112652,"Estimable"
"LAR2N36",0.778876146974833,0.172035911028915,"Estimable"
"LAR2N37",0.913306446795418,0.180134986622947,"Estimable"
"LAR2N38",0.887139175774878,0.17199044920443,"Estimable"
"LAR2N39",0.861275683885916,0.171459995906964,"Estimable"
"LAR2N40",0.853300207004528,0.180410055343275,"Estimable"
"LAR2N42",0.814092650459599,0.175999822571123,"Estimable"
"LAR2N44",0.731629668894732,0.175983244368476,"Estimable"
"LAR2N54",1.01128720263199,0.170197604526286,"Estimable"
"LAR2N55",0.824472695565112,0.174685785537171,"Estimable"
"LAR2N56",0.720510427172655,0.172031729906763,"Estimable"
"LAR2N57",0.917753044097493,0.168582206035143,"Estimable"
"LAR2N58",0.840116710049331,0.17362027597341,"Estimable"
"LAR2N59",0.692627057404576,0.171332566880085,"Estimable"
"LAR2N6",0.694687026871153,0.171985660748736,"Estimable"
"LAR2N60",0.753376734327786,0.173159379588162,"Estimable"
"LAR2N62",0.851848170719667,0.1737683907228,"Estimable"
"LAR2N63",0.792961790321599,0.166493369943356,"Estimable"
"LAR2N65",0.814639388482274,0.172530833906013,"Estimable"
"LAR2N67",0.66594491814725,0.173726175518207,"Estimable"
"LAR2N68",0.687388620640807,0.177536951335887,"Estimable"
"LAR2N69",0.778893116846943,0.175273178987266,"Estimable"
"LAR2N70",1.02387097367511,0.174138091323865,"Estimable"
"LAR2N72",0.801136107254704,0.18275698180612,"Estimable"
"LAR2N73",0.820174072864421,0.168957383601453,"Estimable"
"LAR2N75",0.76095417828087,0.178887197050578,"Estimable"
"LAR2N76",0.753543192199276,0.172289087668242,"Estimable"
"LAR2N77",0.772386665015272,0.166189147520481,"Estimable"
"LAR2N79",0.791344714472907,0.177112292407845,"Estimable"
"LAR2N8",0.928018599137549,0.171817757117025,"Estimable"
"LAR2N84",0.907437841519169,0.171961615336097,"Estimable"
"LAR2N86",0.883960699520114,0.173778697407867,"Estimable"
"LAR2N88",0.870650906911814,0.174892866389869,"Estimable"
"LAR2N90",0.991949864450745,0.172582725439648,"Estimable"
"LAR2N91",0.828885880262444,0.176855081076241,"Estimable"
"LAR2N92",0.922597318228665,0.173459543302913,"Estimable"
"LAR2N94",0.762347526418886,0.166048220403817,"Estimable"
"LAR2N97",0.792165524823638,0.176524599779932,"Estimable"
"LAR2N98",0.811123798353908,0.174068250169628,"Estimable"
"LAR3N100",0.901487741923174,0.181230712321318,"Estimable"
"LAR3N101",0.869177146094317,0.18305228112504,"Estimable"
"LAR3N108",0.958704895769543,0.177669656629465,"Estimable"
"LAR3N109",0.712879046214869,0.186680017000399,"Estimable"
"LAR3N112",0.844164237655804,0.17514606119207,"Estimable"
"LAR3N113",0.830075705937732,0.187166081370128,"Estimable"
"LAR3N114",0.731418836981447,0.177237322084949,"Estimable"
"LAR3N118",0.799179538176684,0.18153643917526,"Estimable"
"LAR3N12",0.89928731328035,0.174622377745178,"Estimable"
"LAR3N120",0.905398721330285,0.178232452260028,"Estimable"
"LAR3N123",0.814898638410825,0.184982830756412,"Estimable"
"LAR3N124",0.712176855647164,0.178144364453126,"Estimable"
"LAR3N14",0.790351445426494,0.174633897108104,"Estimable"
"LAR3N15",0.786148466999782,0.173929061984943,"Estimable"
"LAR3N16",0.870431440052107,0.181275903364825,"Estimable"
"LAR3N17",0.691167772880033,0.17247100894687,"Estimable"
"LAR3N2",0.813420982381857,0.171247404511603,"Estimable"
"LAR3N20",0.896312121475531,0.183359737119411,"Estimable"
"LAR3N21",0.929605774681695,0.173418792781578,"Estimable"
"LAR3N23",0.855711185380047,0.171979057034643,"Estimable"
"LAR3N26",0.830369134375872,0.174382424317187,"Estimable"
"LAR3N28",0.864590476610014,0.171439203854076,"Estimable"
"LAR3N3",0.87463167461259,0.1755191756371,"Estimable"
"LAR3N30",0.757686743364015,0.170835917841922,"Estimable"
"LAR3N31",0.824104295009534,0.169677324456994,"Estimable"
"LAR3N32",0.992861837907487,0.176748788559741,"Estimable"
"LAR3N34",0.819776692386844,0.170835181834649,"Estimable"
"LAR3N36",0.865560465740085,0.170833428866618,"Estimable"
"LAR3N38",0.858640265388962,0.173757343368661,"Estimable"
"LAR3N39",0.808760989789276,0.174471010095881,"Estimable"
"LAR3N40",0.797560848496645,0.172623342995357,"Estimable"
"LAR3N41",0.710271912835305,0.169976363224743,"Estimable"
"LAR3N43",0.803802741414429,0.172246636327711,"Estimable"
"LAR3N44",0.943115280024661,0.175669355659959,"Estimable"
"LAR3N45",0.8516050406794,0.175973562092145,"Estimable"
"LAR3N49",0.944502240762973,0.168997615360022,"Estimable"
"LAR3N5",0.759860217229551,0.173927336113567,"Estimable"
"LAR3N52",0.724128225635637,0.179475375465685,"Estimable"
"LAR3N53",0.785891576007449,0.173776856261296,"Estimable"
"LAR3N54",0.91411308901158,0.174113808350267,"Estimable"
"LAR3N55",0.782423332135008,0.166990449401702,"Estimable"
"LAR3N57",0.813076178094696,0.17692336258484,"Estimable"
"LAR3N60",0.885247804438594,0.167541552463866,"Estimable"
"LAR3N63",0.830790587995066,0.174835572757701,"Estimable"
"LAR3N65",0.769513850917799,0.170228216532313,"Estimable"
"LAR3N66",0.872939228059706,0.170341599958314,"Estimable"
"LAR3N67",0.781220347788996,0.169996740557524,"Estimable"
"LAR3N71",0.835128829524548,0.176192689430781,"Estimable"
"LAR3N74",0.802549590882067,0.175146920198332,"Estimable"
"LAR3N76",0.696596505863547,0.174660821503151,"Estimable"
"LAR3N77",0.813794145777158,0.177603555760928,"Estimable"
"LAR3N78",0.600570045782057,0.180553978551563,"Estimable"
"LAR3N79",0.794952940116613,0.174291653927972,"Estimable"
"LAR3N81",0.774978037496977,0.171478340179487,"Estimable"
"LAR3N82",0.832703874729659,0.169104983948285,"Estimable"
"LAR3N83",0.807133932154069,0.179311264511074,"Estimable"
"LAR3N86",0.773031830826572,0.175616165568766,"Estimable"
"LAR3N9",0.737339227834812,0.176157620662441,"Estimable"
"LAR3N90",0.801944457754786,0.171744520563599,"Estimable"
"LAR3N95",0.821402050956979,0.170150083215014,"Estimable"
"LAR3N96",0.923304063339275,0.174314674987824,"Estimable"
"LAR3N97",0.911082345554588,0.17929880146254,"Estimable"
"LAR3N98",0.822295775366594,0.172737642370044,"Estimable"
"LAR4N1",0.846607390811556,0.173004452302739,"Estimable"
"LAR4N10",0.763867580526037,0.18005771009221,"Estimable"
"LAR4N100",0.88205360117686,0.297341203572936,"Estimable"
"LAR4N101",0.934615742079528,0.311154139805208,"Estimable"
"LAR4N103",0.917447659859287,0.302816564771975,"Estimable"
"LAR4N105",0.881914811923949,0.309774272149105,"Estimable"
"LAR4N108",0.891039247733066,0.302748712331677,"Estimable"
"LAR4N109",0.910464282049787,0.299835264679322,"Estimable"
"LAR4N11",0.778478643705395,0.184719088589122,"Estimable"
"LAR4N112",0.918288087661711,0.304010997391734,"Estimable"
"LAR4N114",0.873216616604461,0.314527031142613,"Estimable"
"LAR4N116",0.913999010231893,0.30896249105434,"Estimable"
"LAR4N119",0.861170171216159,0.29759755942438,"Estimable"
"LAR4N12",0.777974789658878,0.17212504492238,"Estimable"
"LAR4N120",0.872454895728275,0.309327043664282,"Estimable"
"LAR4N121",0.850841110411377,0.302267465105034,"Estimable"
"LAR4N122",0.884095601949772,0.311413961727369,"Estimable"
"LAR4N123",0.889591890909635,0.297671372386536,"Estimable"
"LAR4N13",0.720989829978432,0.173569593482766,"Estimable"
"LAR4N14",0.892525114426404,0.175003099387201,"Estimable"
"LAR4N16",0.821196661068787,0.177357299864,"Estimable"
"LAR4N17",0.767788589458135,0.174401058214781,"Estimable"
"LAR4N18",0.798245240117156,0.170327364334564,"Estimable"
"LAR4N20",0.783007321804584,0.170286992455741,"Estimable"
"LAR4N21",0.836105969042198,0.174789397777988,"Estimable"
"LAR4N24",0.805276965020628,0.249400438555833,"Estimable"
"LAR4N25",0.854139519663189,0.176268866881259,"Estimable"
"LAR4N28",0.871140708535312,0.171696524521078,"Estimable"
"LAR4N30",0.839816341410578,0.173570988813599,"Estimable"
"LAR4N31",0.756106050353323,0.176127278961741,"Estimable"
"LAR4N32",0.839411944594614,0.168255900475327,"Estimable"
"LAR4N34",1.08470741852158,0.174808282482132,"Estimable"
"LAR4N37",0.830698311811256,0.182447419525402,"Estimable"
"LAR4N38",0.833965337768837,0.171163473523827,"Estimable"
"LAR4N39",0.77893701935646,0.160480600124085,"Estimable"
"LAR4N40",0.777896674564272,0.160406485678596,"Estimable"
"LAR4N41",0.852632448182367,0.174199686393986,"Estimable"
"LAR4N43",0.793504679053266,0.169260103214942,"Estimable"
"LAR4N44",0.854715701179958,0.182459236411292,"Estimable"
"LAR4N50",0.89657784575448,0.305677143295768,"Estimable"
"LAR4N53",0.939323162000263,0.302877459982862,"Estimable"
"LAR4N54",0.861202699033725,0.30794325424532,"Estimable"
"LAR4N57",0.880239902867871,0.302682427689984,"Estimable"
"LAR4N59",0.894838608215048,0.292359159862214,"Estimable"
"LAR4N6",0.831746498990926,0.183015526738079,"Estimable"
"LAR4N60",0.938661167065218,0.306871988827791,"Estimable"
"LAR4N61",0.899412798194161,0.311513176275499,"Estimable"
"LAR4N63",0.852105782558977,0.310518764928961,"Estimable"
"LAR4N64",0.894603357007987,0.31034808840157,"Estimable"
"LAR4N65",0.842363121970786,0.307710026946254,"Estimable"
"LAR4N7",0.876803961402555,0.17501185848877,"Estimable"
"LAR4N70",0.896806573009936,0.308318163161091,"Estimable"
"LAR4N71",0.897956905171456,0.307808646442141,"Estimable"
"LAR4N74",0.864172507425167,0.312467522360473,"Estimable"
"LAR4N76",0.90897108030484,0.307344724324818,"Estimable"
"LAR4N77",0.936291517157385,0.312451123101699,"Estimable"
"LAR4N79",0.85438179528641,0.305748527166038,"Estimable"
"LAR4N8",0.801045402297225,0.173501476333612,"Estimable"
"LAR4N82",0.903555690309355,0.307774626047107,"Estimable"
"LAR4N83",0.812805059572903,0.300599177634472,"Estimable"
"LAR4N84",0.895492876502855,0.302536096883539,"Estimable"
"LAR4N86",0.891129745056288,0.312866602897611,"Estimable"
"LAR4N87",0.870422150088563,0.307526771457979,"Estimable"
"LAR4N88",0.844671933250855,0.307916807722357,"Estimable"
"LAR4N89",0.870178101420065,0.300610001969056,"Estimable"
"LAR4N90",0.923374435973293,0.307892150644761,"Estimable"
"LAR4N91",0.879329159524624,0.307006088808589,"Estimable"
"LAR4N92",0.87649421043676,0.302223881855238,"Estimable"
"LAR5N104",0.893058846382543,0.301503045302341,"Estimable"
"LAR5N105",0.905928681916946,0.310810064331092,"Estimable"
"LAR5N107",0.829832066073386,0.305316183935577,"Estimable"
"LAR5N108",0.873736554546176,0.30847420960084,"Estimable"
"LAR5N111",0.870636636686607,0.299389487591132,"Estimable"
"LAR5N112",0.867731425964013,0.31327638734243,"Estimable"
"LAR5N113",0.890278986622978,0.298950010916252,"Estimable"
"LAR5N118",0.871678755000843,0.310060154876952,"Estimable"
"LAR5N119",0.850462855717111,0.30529176470132,"Estimable"
"LAR5N120",0.901601955428411,0.304914225875638,"Estimable"
"LAR5N123",0.875948959598186,0.310901706332841,"Estimable"
"LAR5N125",0.846762241640266,0.305505067756329,"Estimable"
"LAR5N14",0.828951415187303,0.312636107650705,"Estimable"
"LAR5N15",0.856465898706694,0.300081328880497,"Estimable"
"LAR5N17",0.88596904661694,0.307512035798654,"Estimable"
"LAR5N18",0.913598075907326,0.297392733282834,"Estimable"
"LAR5N2",0.878059767036861,0.302641683920194,"Estimable"
"LAR5N20",0.84969604365829,0.305727474707886,"Estimable"
"LAR5N24",0.904403431542984,0.303072590159496,"Estimable"
"LAR5N26",0.902543974443845,0.301693999079842,"Estimable"
"LAR5N28",0.87372218729628,0.314532674800614,"Estimable"
"LAR5N3",0.892095791076426,0.296973070402655,"Estimable"
"LAR5N31",0.892635066036625,0.304837366087422,"Estimable"
"LAR5N32",0.901200513272165,0.306437696007824,"Estimable"
"LAR5N34",0.920635855424559,0.304129106326576,"Estimable"
"LAR5N35",0.92094172965185,0.30399408325706,"Estimable"
"LAR5N37",0.884276838598396,0.309951663534617,"Estimable"
"LAR5N38",0.911087055059958,0.300670177069496,"Estimable"
"LAR5N39",0.920735273424187,0.316389655982322,"Estimable"
"LAR5N4",0.912249416745928,0.302358207056318,"Estimable"
"LAR5N41",0.943199640638281,0.30500362804205,"Estimable"
"LAR5N42",0.903004195569961,0.304281420131742,"Estimable"
"LAR5N47",0.890805285744463,0.301568382257691,"Estimable"
"LAR5N5",0.847447921971413,0.308766818332389,"Estimable"
"LAR5N50",0.915719656265304,0.310046253551066,"Estimable"
"LAR5N51",0.890492124227121,0.299459204063275,"Estimable"
"LAR5N52",0.868968426701239,0.315818952564338,"Estimable"
"LAR5N55",0.925022266691695,0.310043860278532,"Estimable"
"LAR5N56",0.893985228785899,0.298020760504704,"Estimable"
"LAR5N57",0.89655782943345,0.30595469311071,"Estimable"
"LAR5N58",0.888906463332866,0.306807781797705,"Estimable"
"LAR5N62",0.931341685605081,0.294362190694805,"Estimable"
"LAR5N63",0.892828022763031,0.303063092496917,"Estimable"
"LAR5N64",0.871057238166028,0.302582361719488,"Estimable"
"LAR5N65",0.907569111912259,0.303530388812621,"Estimable"
"LAR5N66",0.8853710943197,0.306029254238009,"Estimable"
"LAR5N67",0.900886992444912,0.298873673040451,"Estimable"
"LAR5N68",0.934365864445488,0.310080262713431,"Estimable"
"LAR5N69",0.927642322034285,0.310701187856611,"Estimable"
"LAR5N70",0.865970590196132,0.305087993485561,"Estimable"
"LAR5N72",0.867485269509749,0.298967784018121,"Estimable"
"LAR5N73",0.861471204221553,0.301990149987369,"Estimable"
"LAR5N74",0.838090263728515,0.302064886484133,"Estimable"
"LAR5N75",0.902232272266339,0.305911489600861,"Estimable"
"LAR5N76",0.879565486659629,0.306751022518325,"Estimable"
"LAR5N77",0.863994764955193,0.30521575077004,"Estimable"
"LAR5N78",0.887433873001119,0.299090757012941,"Estimable"
"LAR5N8",0.864331773812324,0.310550528206524,"Estimable"
"LAR5N80",0.901807549679224,0.29518675064022,"Estimable"
"LAR5N86",0.829582457406243,0.299633097681016,"Estimable"
"LAR5N88",0.871509469747927,0.305234787011641,"Estimable"
"LAR5N89",0.845759446389594,0.294983857611428,"Estimable"
"LAR5N9",0.900271920285945,0.307784757019645,"Estimable"
"LAR5N96",0.877313499536968,0.313766818595583,"Estimable"
"LAR5N97",0.872264244930284,0.306417168875465,"Estimable"
"LAR5N99",0.840520977811334,0.298868252302154,"Estimable"
"LAR6N10",0.880106825027898,0.309826197590129,"Estimable"
"LAR6N12",0.871391997977901,0.309823683701787,"Estimable"
"LAR6N13",0.849795992711712,0.310235401580447,"Estimable"
"LAR6N14",0.87619521976707,0.306447983453992,"Estimable"
"LAR6N17",0.876883217710855,0.30979816610229,"Estimable"
"LAR6N2",0.893997054691948,0.304789577680922,"Estimable"
"LAR6N22",0.837761159567336,0.29976179806458,"Estimable"
"LAR6N25",0.821201568526478,0.308960393852806,"Estimable"
"LAR6N27",0.881357318521818,0.301385473454476,"Estimable"
"LAR6N28",0.91642698379089,0.309099392417449,"Estimable"
"LAR6N3",0.908112597327644,0.307464019514899,"Estimable"
"LAR6N30",0.885817925536596,0.307863031703503,"Estimable"
"LAR6N31",0.916082938787121,0.303239762019647,"Estimable"
"LAR6N38",0.853101669658537,0.301833476142337,"Estimable"
"LAR6N39",0.824331145278816,0.312279405988798,"Estimable"
"LAR6N4",0.889000555805286,0.303656708391135,"Estimable"
"LAR6N40",0.861427954086448,0.295941483723879,"Estimable"
"LAR6N43",0.867520236742703,0.304131056155511,"Estimable"
"LAR6N44",0.875816881434234,0.294128796949569,"Estimable"
"LAR6N45",0.892037976119655,0.310213098661115,"Estimable"
"LAR6N46",0.892110012478857,0.310161942104587,"Estimable"
"LAR6N47",0.86240305944338,0.308505062978251,"Estimable"
"LAR6N49",0.894290928133768,0.306932404911933,"Estimable"
"LAR6N5",0.924584072652749,0.301635284929723,"Estimable"
"LAR6N50",0.841594929736419,0.306467254116674,"Estimable"
"LAR6N51",0.89006322975418,0.29565836448202,"Estimable"
"LAR6N52",0.847796473207509,0.304678615546161,"Estimable"
"LAR6N54",0.843107786219269,0.302072867077137,"Estimable"
"LAR6N55",0.95680268047637,0.314769211723585,"Estimable"
"LAR6N57",0.895386004134643,0.303186104587442,"Estimable"
"LAR6N60",0.898135362484736,0.31277133719418,"Estimable"
"LAR6N64",0.877710318996566,0.297205442753672,"Estimable"
"LAR6N65",0.85652606739096,0.312317353990369,"Estimable"
"LAR6N66",0.921239099656012,0.301340959819892,"Estimable"
"LAR6N74",0.913120758291161,0.290143696887595,"Estimable"
"LAR6N75",0.883809384439967,0.304772123558546,"Estimable"
"LAR6N77",0.90211847340206,0.302269462676355,"Estimable"
"LAR6N79",0.910146788383071,0.295583314202101,"Estimable"
"LAR6N8",0.920368368626755,0.302868924096394,"Estimable"
"LAR6N81",0.87182834100922,0.300920672356717,"Estimable"
"LAR6N82",0.883289192511975,0.302691289338282,"Estimable"
"LAR6N83",0.906725270284294,0.309520843638939,"Estimable"
"LAR6N84",0.904501773541095,0.309508801886089,"Estimable"
"LAR6N85",0.870986059552365,0.311388773838393,"Estimable"
"LAR6N87",0.872019140065849,0.31448089966825,"Estimable"
"LAR6N89",0.890092941927489,0.309659363216064,"Estimable"
"LAR6N9",0.912328969749254,0.308697504340818,"Estimable"
