taxa,PC1,PC2,PC3
LAR2N77,72.8600180889169,-0.964789976404585,-2.63126137906552
LAR2N79,63.7714537434141,-11.0477054648612,5.21982503757176
LAR2N8,63.9724798603532,0.205014109750784,-5.15406793233774
LAR2N84,64.1500586506688,-3.0585521834886,-15.6611338828829
LAR2N86,62.807993085413,-7.92049144612463,25.1305651956229
LAR2N88,72.439873818977,0.0425473970178395,15.0615190759129
LAR2N90,64.5225417527354,2.0935450836965,-5.4607277553005
LAR2N91,73.5886233767649,-2.76498272883221,-15.722456775798
LAR2N92,66.9709787565861,-1.30812947472738,12.542636125654
LAR2N94,71.4254452106542,-7.09046562805228,-13.2913384454911
LAR2N97,67.3398029513532,-11.1209562992243,6.5313500814986
LAR2N98,69.6528121959251,-4.34308751079703,3.16065819781922
LAR3N100,64.9530090162683,-1.75687715944159,2.2264689200758
LAR3N101,62.2107518927615,-2.74630650348387,-4.44656034446903
LAR3N108,65.0471077897985,-0.936074197768646,16.523833753004
LAR3N109,66.7413247625694,-5.36448794242101,-8.32227965751951
LAR3N112,75.8262817591937,2.88594948072737,-20.3378046102218
LAR3N113,64.5685991445362,3.70616675762314,-8.18733725099533
LAR3N114,66.7752864209419,-8.4358842412235,3.99219040226114
LAR3N118,69.0843723987676,-2.19947603387029,14.2072911887961
LAR3N12,61.1655632091938,-10.8772786541755,2.63098620637567
LAR3N120,70.61840077848,-3.53640731594917,-10.8053351801647
LAR3N123,66.864705356105,-3.88254273622456,1.35647534081905
LAR3N124,68.1212241819855,-7.38382980491894,-3.37431079138269
LAR3N14,62.7822725720721,-4.19216001875368,9.78164701058377
LAR3N15,68.2281201121543,-11.2783448356954,13.9662136866866
LAR3N16,68.8067374964598,1.08859456638896,-16.9586891109897
LAR3N17,67.167633480427,-2.96162548534398,-9.1928723984832
LAR3N2,68.9428804491527,-2.2914303032706,5.76821419202364
LAR3N20,75.376161152381,-11.3185665286021,1.62437289916034
LAR3N21,57.4790424726354,-4.48468684327147,11.0341070660569
LAR3N23,71.8929042234766,0.581267572486903,-8.34306976515444
LAR3N26,61.7229121787772,-5.86045764931188,-9.32608414607889
LAR3N28,67.7854732297963,0.360323981936214,8.44332080959447
LAR3N3,64.4307040523391,-11.502195620817,16.6034870927611
LAR3N30,64.1231768153883,4.59461388818093,-14.9341081485089
LAR3N31,65.5890187191932,-0.783076166540887,-0.0357183381263336
